Target,0,1,2,3,4,5,6,7,8,9,10,11
Verde,8,21,17,12,17,7,19,8,18,18,21,19
Verde,8,19,15,11,16,8,20,9,19,18,22,21
Verde,9,16,13,12,15,9,20,8,18,19,21,23
Verde,11,13,11,13,14,11,20,7,18,20,20,24
Verde,13,11,9,15,14,13,18,7,17,21,19,26
Verde,14,11,8,14,14,13,15,7,18,21,20,25
Verde,11,12,10,15,15,11,13,9,16,20,17,24
Verde,9,15,12,15,16,9,12,9,16,18,16,21
Verde,8,16,14,15,16,8,13,10,16,17,16,20
Verde,7,18,15,16,16,7,13,11,16,17,16,19
Verde,7,20,16,16,16,7,13,11,16,16,15,18
Verde,7,21,18,16,16,7,14,12,16,16,15,17
Verde,6,22,19,16,17,8,14,12,16,16,15,17
Verde,6,23,20,16,16,8,15,12,16,16,15,17
Verde,6,23,20,16,16,8,15,12,16,16,15,17
Verde,6,24,21,16,16,8,15,13,16,16,15,17
Verde,6,24,22,16,16,8,15,13,16,16,15,17
Verde,6,25,22,16,16,8,15,13,16,16,15,17
Verde,6,25,23,16,16,8,15,13,16,16,15,17
Verde,6,25,23,16,16,8,16,13,16,16,14,17
Verde,6,25,23,16,16,8,16,13,16,16,14,17
Verde,6,25,23,16,16,8,16,14,16,16,14,17
Verde,9,25,13,16,18,9,17,11,15,17,17,17
Verde,8,25,13,16,18,10,17,11,15,17,16,16
Verde,9,25,13,16,18,9,17,11,15,17,16,16
Verde,10,25,12,16,18,9,18,11,15,17,16,16
Verde,10,25,12,16,18,9,18,12,15,17,16,16
Verde,10,24,11,15,18,9,18,12,15,17,16,16
Verde,11,25,11,15,18,8,18,13,15,17,16,16
Verde,11,24,10,15,18,9,19,13,14,17,16,16
Verde,11,24,10,15,18,9,19,13,15,17,16,16
Verde,11,24,10,14,18,9,19,12,15,17,17,16
Verde,11,24,11,14,18,10,19,12,15,16,18,16
Verde,11,24,11,14,18,10,19,11,15,16,19,16
Verde,10,25,11,14,18,10,19,11,16,16,19,16
Verde,9,25,12,14,17,11,19,11,16,16,19,16
Verde,9,25,12,14,17,11,18,11,16,16,19,16
Verde,9,25,12,14,17,11,18,10,16,16,18,16
Verde,10,25,11,14,17,11,18,10,16,16,18,16
Verde,11,24,11,14,18,11,18,10,16,16,18,16
Verde,11,24,10,13,18,11,18,10,16,16,19,15
Verde,11,24,10,13,18,11,17,10,16,16,21,16
Verde,11,24,10,12,18,11,17,10,17,16,22,16
Verde,11,24,10,12,18,11,17,10,17,16,21,16
Verde,11,24,10,13,17,11,16,10,17,17,21,17
Verde,11,24,10,13,17,10,16,10,17,17,21,17
Verde,11,24,10,12,17,10,16,10,17,17,21,18
Verde,11,24,10,12,16,10,16,10,17,17,22,18
Verde,9,25,11,12,17,11,16,11,17,17,22,18
Verde,8,25,12,12,16,11,16,12,17,17,21,18
Verde,7,26,13,12,17,11,16,12,17,17,22,17
Verde,7,26,14,12,16,12,16,13,17,17,22,18
Verde,6,26,15,12,17,12,15,14,17,17,22,18
Verde,6,26,14,12,17,12,15,14,17,17,22,18
Verde,6,26,15,12,17,12,15,13,17,17,22,18
Verde,6,26,15,12,17,12,15,13,17,17,21,18
Verde,6,26,15,12,16,12,15,13,17,17,21,18
Verde,6,27,16,13,16,12,15,13,17,17,20,18
Verde,6,27,16,13,16,12,15,13,17,17,20,18
Verde,6,27,16,13,17,12,15,13,17,17,19,17
Verde,6,27,16,13,17,12,15,14,17,17,19,18
Verde,6,26,15,14,17,12,14,14,16,17,18,17
Verde,6,26,15,14,17,13,14,14,16,17,18,17
Verde,6,26,15,14,17,12,14,14,16,17,18,17
Verde,6,26,15,14,17,12,14,14,16,17,18,17
Verde,6,26,15,13,17,13,14,15,16,17,18,17
Verde,6,26,15,13,17,12,14,15,16,17,18,17
Verde,6,26,15,13,17,13,14,15,16,17,18,17
Verde,7,26,15,13,18,12,14,15,16,17,18,17
Verde,7,26,15,14,18,12,14,14,16,17,17,17
Verde,7,26,15,14,18,12,15,14,16,17,17,17
Verde,7,26,15,14,18,12,15,14,16,17,18,17
Verde,7,26,15,14,18,12,15,14,16,17,18,17
Verde,7,26,16,13,18,12,16,14,16,17,18,17
Verde,7,26,15,13,18,12,16,14,16,17,19,17
Verde,7,26,15,13,18,12,16,14,17,17,20,17
Verde,7,26,15,13,18,12,16,14,17,17,20,17
Verde,7,26,15,13,18,12,17,13,17,17,20,17
Verde,7,26,15,13,18,12,17,13,17,17,21,17
Verde,6,26,15,13,17,12,17,13,17,17,21,17
Verde,6,26,16,13,17,12,17,13,17,17,21,17
Verde,6,27,16,13,17,12,17,12,17,17,21,17
Verde,6,27,16,14,17,12,17,12,17,17,21,16
Verde,6,26,15,14,17,12,17,12,17,17,21,17
Verde,7,26,14,14,17,11,18,12,17,17,21,17
Verde,7,25,14,14,17,11,18,12,17,17,21,16
Verde,7,25,13,15,18,11,18,11,17,17,20,16
Verde,7,25,13,15,18,11,18,11,16,17,19,16
Verde,7,25,13,16,18,11,18,11,16,17,18,16
Verde,7,25,13,16,18,11,18,11,16,17,18,16
Verde,7,25,13,16,18,10,17,11,16,17,18,16
Verde,7,25,14,16,18,10,17,11,16,16,17,16
Verde,7,25,13,16,18,10,17,11,16,17,17,16
Verde,8,25,13,16,18,10,17,11,15,17,17,16
Verde,8,24,31,13,19,10,17,12,17,15,17,21
Verde,9,24,31,13,19,9,17,12,17,16,17,21
Verde,9,23,31,13,19,10,17,13,17,16,17,21
Verde,8,24,31,13,19,10,17,13,17,16,17,21
Verde,9,23,31,13,19,9,17,13,17,16,17,21
Verde,9,23,31,13,19,9,17,13,17,16,17,21
Verde,9,23,31,13,19,9,17,13,17,16,17,21
Verde,9,23,31,13,19,9,18,13,17,16,17,21
Verde,9,24,31,13,18,9,18,13,17,16,17,21
Verde,8,24,31,13,18,9,18,13,17,16,17,21
Verde,9,24,31,13,18,8,18,12,17,16,17,21
Verde,8,24,31,14,18,9,18,12,16,16,17,21
Verde,8,24,31,14,19,9,18,12,16,16,17,21
Verde,8,24,31,14,19,9,18,12,16,16,17,21
Verde,8,24,31,14,19,9,18,12,16,16,17,21
Verde,8,24,31,14,19,9,18,12,17,16,17,21
Verde,8,24,31,14,19,9,18,12,16,16,17,21
Verde,9,24,31,14,19,9,18,12,16,16,17,21
Verde,8,24,31,14,19,9,18,12,16,16,17,21
Verde,8,24,31,14,19,9,18,12,16,16,17,21
Verde,9,24,31,14,19,8,18,12,16,16,17,21
Verde,9,24,31,14,20,8,17,12,16,16,17,21
Verde,9,24,31,14,20,8,17,12,16,15,17,21
Verde,9,23,31,14,20,8,17,11,16,15,17,21
Verde,10,23,32,14,21,8,17,12,16,15,17,21
Verde,10,23,32,13,21,8,17,11,16,15,17,21
Verde,10,23,32,13,22,8,17,11,16,15,17,21
Verde,10,23,32,13,22,8,18,11,16,15,17,21
Verde,10,23,32,13,22,8,18,11,16,15,17,21
Verde,10,23,32,13,21,8,18,11,16,15,17,21
Verde,10,23,32,13,20,8,18,12,16,15,17,21
Verde,9,24,32,13,20,8,18,12,16,15,17,21
Verde,9,24,32,13,19,8,18,12,16,15,17,20
Verde,9,24,32,13,19,8,19,13,16,15,16,20
Verde,9,24,32,13,18,8,19,13,16,15,16,20
Verde,9,24,32,13,18,9,19,13,16,15,16,20
Verde,9,24,32,12,18,9,19,13,16,15,16,20
Verde,9,24,32,13,18,9,19,12,16,15,16,20
Verde,10,24,33,12,18,9,19,12,16,14,16,20
Verde,9,24,33,12,17,9,19,12,15,14,16,19
Verde,9,25,33,12,17,9,19,12,15,14,16,19
Verde,9,25,33,12,17,9,19,12,15,14,16,19
Verde,9,25,33,12,17,9,19,12,16,14,16,19
Crema,9,25,33,13,17,9,19,11,16,14,16,19
Crema,10,25,33,13,17,9,19,11,16,14,16,19
Crema,9,25,33,13,17,9,19,11,16,14,16,19
Crema,9,25,33,13,17,10,18,11,16,14,16,19
Crema,9,25,33,13,17,10,18,11,16,14,16,19
Crema,9,25,33,13,17,10,18,11,16,15,17,19
Crema,9,25,33,14,17,10,18,11,16,14,17,19
Crema,9,25,33,14,17,10,18,11,16,15,17,19
Crema,9,24,33,14,17,10,18,11,17,15,17,19
Crema,10,24,33,14,17,10,17,11,17,15,18,19
Crema,10,24,33,14,17,10,17,11,17,15,18,19
Crema,9,24,33,14,18,10,17,11,17,15,18,19
Crema,9,24,33,14,18,10,17,12,17,15,18,20
Crema,9,24,33,14,18,10,17,12,17,15,18,20
Crema,9,24,33,14,18,10,17,12,17,15,18,20
Crema,9,24,32,14,18,10,17,12,17,15,18,20
Crema,9,23,32,14,19,9,17,12,17,15,17,20
Crema,10,23,32,14,20,10,17,12,17,15,17,20
Crema,10,23,32,14,21,9,17,11,17,15,17,21
Crema,11,23,33,14,22,9,17,11,17,15,17,21
Crema,10,23,32,14,22,8,18,11,17,15,17,21
Crema,10,23,32,14,21,9,18,12,17,15,17,21
Crema,10,23,32,14,21,9,18,12,17,15,17,21
Crema,9,23,32,14,20,9,18,12,17,15,17,21
Crema,9,23,32,14,19,9,18,13,17,15,17,21
Crema,9,23,32,13,19,9,18,12,17,15,17,21
Crema,9,23,32,14,19,10,18,12,17,15,17,21
Crema,8,24,32,14,19,10,18,13,17,15,17,21
Crema,8,24,32,14,19,10,18,12,17,15,17,21
Crema,9,24,37,12,18,9,16,5,17,17,16,14
Crema,9,24,37,12,18,9,16,5,17,17,16,14
Crema,9,24,37,11,18,9,16,5,17,17,15,14
Crema,9,24,37,12,18,10,16,5,17,17,16,14
Crema,9,24,37,12,17,10,16,5,17,17,16,14
Crema,9,24,37,12,17,10,16,5,17,17,16,14
Crema,9,24,37,12,17,10,16,5,17,17,16,14
Crema,9,24,36,13,17,10,16,5,17,17,16,14
Crema,9,24,37,12,17,10,16,5,17,17,16,14
Crema,9,24,36,12,17,10,16,5,17,17,16,14
Crema,9,24,36,13,17,10,16,5,17,18,16,14
Crema,9,24,36,13,17,10,16,4,17,18,16,14
Crema,9,24,36,13,17,10,16,5,17,17,16,15
Crema,9,24,36,13,17,10,16,5,17,18,16,15
Crema,9,24,36,13,17,10,16,5,17,18,16,15
Crema,9,24,36,13,17,10,16,5,17,18,16,15
Crema,9,24,36,13,17,10,16,5,17,18,16,15
Crema,9,24,36,13,17,10,16,5,17,18,16,15
Crema,9,24,36,13,17,10,16,5,17,18,15,15
Crema,9,24,36,13,17,10,16,5,17,18,15,15
Crema,9,24,36,14,17,10,16,5,17,18,15,15
Crema,9,24,36,13,17,10,16,5,17,18,15,14
Crema,9,24,36,14,17,10,16,5,17,18,15,14
Crema,9,24,36,13,17,10,16,5,17,18,15,14
Crema,9,24,36,14,17,10,16,5,17,18,15,14
Crema,9,24,37,14,18,10,16,5,17,18,15,14
Crema,9,24,37,14,18,9,16,5,17,18,15,14
Crema,9,24,37,14,18,9,16,5,17,17,15,14
Crema,9,24,37,14,18,9,16,5,17,18,15,14
Crema,9,24,37,14,18,9,16,5,17,18,15,14
Crema,9,24,37,14,18,9,16,5,17,17,15,14
Crema,9,24,37,14,18,9,16,5,17,17,15,14
Crema,9,24,37,13,18,9,16,5,17,17,15,14
Crema,9,24,37,13,18,9,16,5,17,17,15,14
Crema,9,24,37,13,18,9,16,5,17,17,15,14
Crema,9,24,37,13,18,9,17,5,17,17,15,14
Crema,9,24,37,13,18,9,17,5,17,17,16,14
Crema,9,24,37,13,18,9,17,5,17,17,16,14
Crema,9,24,37,13,18,9,17,5,17,17,16,14
Crema,9,24,37,13,18,9,17,5,17,17,16,14
Crema,9,24,37,13,18,9,17,5,17,17,16,14
Crema,9,24,37,13,18,9,17,5,17,17,16,14
Rojo,9,24,37,13,18,9,17,5,17,17,16,14
Rojo,9,24,37,13,18,9,18,5,17,17,16,14
Rojo,9,25,37,13,17,10,18,5,17,17,16,14
Rojo,9,24,36,13,17,10,17,5,17,17,16,14
Rojo,9,24,36,13,17,10,17,4,17,17,16,14
Rojo,10,24,37,13,17,10,17,4,17,17,16,14
Rojo,9,24,36,13,17,10,17,4,17,17,16,15
Rojo,9,24,36,13,17,10,17,4,17,18,16,15
Rojo,9,24,36,13,17,10,17,4,17,18,16,15
Rojo,9,24,36,14,17,10,17,4,17,18,16,15
Rojo,9,24,36,14,17,10,17,5,17,18,16,15
Rojo,9,24,36,14,17,10,17,5,17,18,16,15
Rojo,9,24,36,14,17,10,16,4,17,18,16,15
Rojo,9,24,36,14,17,10,16,4,17,18,15,15
Rojo,9,24,36,14,17,10,16,4,17,18,15,15
Rojo,9,24,36,14,18,10,16,4,17,18,15,15
Rojo,9,24,36,14,18,10,16,4,17,18,15,14
Rojo,9,24,36,14,18,10,16,5,17,18,15,14
Rojo,9,24,37,14,18,10,16,5,17,18,15,14
Rojo,9,24,37,14,18,10,16,5,17,17,15,14
Rojo,9,24,37,14,18,10,16,5,17,18,15,14
Rojo,9,24,37,14,18,10,16,5,17,18,15,14
Rojo,9,24,37,13,18,10,16,5,17,18,15,14
Rojo,9,24,37,13,18,10,16,5,17,17,15,14
Rojo,9,24,37,13,18,9,16,5,17,17,15,14
Rojo,9,24,37,13,18,9,16,5,17,18,15,14
Rojo,9,24,37,13,18,9,16,5,17,17,15,14
Rojo,9,24,37,12,18,9,16,5,17,17,15,14
Rojo,9,24,37,13,18,9,16,5,17,17,15,14
Rojo,9,24,37,13,18,9,16,5,17,17,16,14
Rojo,11,25,46,14,19,5,16,16,16,17,15,15
Rojo,11,25,45,14,19,5,16,16,16,17,15,15
Rojo,10,25,44,14,19,5,16,15,16,16,16,16
Rojo,10,25,43,13,19,5,17,15,16,17,16,16
Rojo,10,26,42,13,19,5,17,15,16,16,17,16
Rojo,10,26,42,12,19,5,18,16,16,16,17,16
Rojo,10,26,42,12,19,5,18,16,16,16,17,16
Rojo,10,26,42,11,19,5,18,15,16,16,17,17
Rojo,10,26,41,11,19,6,19,15,16,16,17,17
Rojo,11,26,42,10,19,6,20,14,16,16,16,17
Rojo,11,25,42,10,19,6,20,13,16,16,16,17
Rojo,12,25,42,9,19,6,21,12,16,16,16,18
Rojo,13,25,43,9,19,7,22,10,16,16,16,18
Rojo,14,25,43,8,19,8,22,8,17,16,15,18
Rojo,17,24,45,9,20,10,22,7,17,16,15,19
Rojo,17,24,44,10,19,11,21,6,17,16,14,19
Rojo,16,24,44,12,19,12,20,5,17,16,15,19
Rojo,16,25,44,15,19,13,17,5,17,16,15,19
Rojo,15,25,43,14,20,13,15,5,17,16,14,19
Rojo,15,25,44,15,21,12,13,5,16,16,15,19
Rojo,15,24,44,15,21,11,12,7,16,16,14,19
Rojo,17,24,45,14,22,10,11,8,16,16,14,19
Rojo,16,24,45,14,22,8,11,9,16,16,13,19
Rojo,15,24,45,13,21,7,12,10,16,16,13,19
Rojo,13,25,44,13,21,6,12,10,16,16,13,18
Rojo,13,25,43,13,20,5,13,10,17,16,13,18
Rojo,12,25,43,13,19,5,13,10,17,16,13,17
Rojo,12,25,43,13,19,5,13,11,17,16,13,18
Rojo,11,26,43,13,19,5,14,11,17,16,13,17
Rojo,11,26,43,13,19,5,14,11,17,16,13,17
Rojo,11,26,44,13,19,4,14,12,17,16,13,17
Rojo,11,25,44,14,18,4,15,13,17,16,14,17
Rojo,11,25,44,14,18,5,15,13,17,16,14,16
Rojo,11,25,45,14,19,5,15,14,17,16,14,16
Rojo,12,25,45,15,19,5,16,15,17,16,15,16
Rojo,12,24,46,15,19,5,16,16,16,16,15,16
Rojo,12,25,46,14,20,6,16,16,17,16,15,17
Rojo,11,25,45,15,20,6,16,15,16,16,15,17
Rojo,11,25,44,14,20,6,17,15,16,16,16,17
Rojo,10,25,43,14,19,6,17,15,16,16,16,17
Rojo,10,26,42,13,20,6,17,15,16,16,17,17
Rosado,10,26,42,12,20,6,18,15,16,16,17,17
Rosado,10,26,41,12,20,6,18,15,16,16,17,18
Rosado,10,26,41,12,19,6,19,15,15,16,18,18
Rosado,11,26,41,11,20,6,20,14,15,16,18,18
Rosado,11,26,40,10,20,6,20,14,15,16,18,18
Rosado,12,26,40,10,19,6,21,13,15,16,18,19
Rosado,13,26,41,9,20,7,22,11,15,16,18,19
Rosado,14,26,41,9,20,8,22,10,15,15,18,20
Rosado,15,25,41,9,20,10,23,8,16,15,18,21
Rosado,15,25,41,9,20,12,22,7,16,15,17,21
Rosado,15,26,40,11,19,12,21,6,16,15,16,21
Rosado,15,26,40,12,19,14,19,4,16,15,16,21
Rosado,15,26,40,14,19,14,17,4,17,15,15,21
Rosado,15,26,40,14,19,15,15,5,17,15,15,22
Rosado,15,26,41,14,20,14,13,5,17,16,14,21
Rosado,15,25,41,14,20,13,11,6,17,16,13,21
Rosado,16,25,42,13,21,12,10,7,17,16,12,21
Rosado,16,24,43,13,21,10,9,8,17,16,11,20
Rosado,15,25,43,13,20,7,10,9,17,16,11,19
Rosado,13,25,43,12,20,6,11,9,17,16,11,18
Rosado,13,25,43,12,19,6,11,10,17,16,11,18
Rosado,12,25,43,12,19,5,12,10,17,16,12,17
Rosado,12,26,43,13,19,5,13,10,17,16,12,17
Rosado,12,25,43,13,19,5,13,11,17,16,12,17
Rosado,11,26,43,13,19,5,13,11,17,16,12,17
Rosado,11,26,43,13,18,4,14,12,17,16,13,16
Rosado,11,26,43,14,18,4,14,12,17,16,13,16
Rosado,11,25,44,14,18,4,14,13,17,16,14,16
Rosado,11,25,44,14,18,5,15,14,17,17,14,15
Rosado,11,25,45,14,19,5,15,15,17,16,15,15
Rosado,12,25,46,15,19,5,15,15,16,17,16,15
Rosado,10,25,40,12,17,10,18,13,16,14,14,12
Rosado,10,25,40,12,17,10,18,13,16,14,14,12
Rosado,10,25,40,12,17,10,18,13,16,14,14,12
Rosado,10,25,40,12,17,10,18,13,16,14,14,12
Rosado,10,25,40,12,17,9,18,13,16,14,14,12
Rosado,10,25,40,12,17,10,18,13,16,14,14,12
Rosado,10,25,40,12,17,9,18,12,16,14,14,12
Rosado,10,25,40,12,17,9,18,12,16,14,14,12
Rosado,10,25,40,12,18,9,18,12,16,14,14,12
Rosado,11,25,40,12,19,9,18,11,16,13,14,12
Rosado,11,25,40,12,19,9,19,11,16,13,15,12
Rosado,11,25,40,13,19,9,19,11,16,13,15,12
Rosado,11,25,40,13,19,9,19,11,16,13,15,12
Rosado,11,25,40,13,18,9,19,11,16,13,15,12
Rosado,11,25,40,13,17,9,19,11,16,13,15,12
Rosado,10,25,40,13,17,9,19,11,16,13,15,12
Rosado,10,25,40,13,17,9,18,11,16,13,15,12
Rosado,10,25,40,13,17,9,18,12,16,13,15,12
Rosado,10,26,40,13,16,9,19,11,16,14,15,12
Rosado,10,26,39,13,16,9,19,12,16,14,15,12
Rosado,10,26,40,13,16,9,19,12,16,14,15,12
Rosado,10,26,39,13,16,9,19,12,16,14,15,12
Rosado,10,26,40,13,16,9,19,12,15,14,15,12
Rosado,10,26,39,13,16,9,19,12,16,13,15,12
Rosado,10,26,40,13,16,9,19,12,15,13,15,12
Rosado,10,26,40,13,16,9,19,12,16,13,15,12
Rosado,10,26,39,13,16,9,19,12,16,13,15,12
Rosado,10,26,39,13,16,9,19,12,15,13,15,12
Rosado,10,26,39,13,16,9,19,12,15,13,16,12
Rosado,10,26,39,13,16,9,19,12,15,13,16,12
Rosado,10,26,39,13,16,9,19,12,15,14,16,12
Rosado,10,25,39,13,16,9,19,12,15,13,16,13
Rosado,10,26,39,13,16,9,19,12,15,13,16,13
Rosado,10,26,39,13,16,9,19,12,16,13,16,13
Rosado,11,25,38,13,16,9,19,12,15,13,17,13
Rosado,11,25,38,13,16,9,19,11,15,13,17,14
Rosado,11,25,38,13,16,9,19,11,15,13,17,14
Rosado,11,25,38,13,16,9,19,11,15,13,17,14
Rosado,11,25,38,13,16,9,19,11,15,13,18,14
Rosado,11,25,38,13,16,10,19,11,15,13,18,15
Blanco,11,25,37,13,16,9,19,11,15,13,18,15
Blanco,11,25,37,12,16,10,19,11,15,13,18,15
Blanco,11,25,37,12,16,10,19,11,16,13,17,15
Blanco,11,25,37,12,17,10,19,11,16,13,17,16
Blanco,11,25,37,12,17,10,18,10,16,13,17,16
Blanco,12,25,37,12,18,10,18,10,16,13,16,16
Blanco,12,24,37,12,18,10,18,10,16,13,16,16
Blanco,12,25,38,12,18,9,19,10,16,13,16,16
Blanco,12,25,37,13,18,9,19,10,16,13,15,16
Blanco,11,25,38,13,17,9,19,11,16,13,15,15
Blanco,11,25,37,13,17,10,18,11,16,13,14,15
Blanco,11,25,38,13,16,10,18,11,16,13,14,15
Blanco,10,25,38,13,16,10,18,11,16,13,14,15
Blanco,11,25,38,13,16,10,18,11,16,13,14,14
Blanco,10,25,38,13,16,10,18,11,16,13,14,14
Blanco,10,25,38,13,16,10,18,11,16,13,14,14
Blanco,10,25,39,13,16,10,18,11,16,13,14,14
Blanco,10,25,39,13,16,10,18,11,16,13,14,14
Blanco,10,25,39,14,16,10,18,12,16,14,14,13
Blanco,10,25,39,14,16,10,18,12,16,14,14,13
Blanco,10,25,39,14,16,10,18,12,16,14,14,13
Blanco,10,25,39,14,16,10,18,12,16,14,14,13
Blanco,10,25,39,14,16,11,18,12,16,14,15,13
Blanco,10,25,39,14,16,11,18,12,16,14,15,13
Blanco,9,25,39,14,16,11,18,12,16,14,15,13
Blanco,10,25,39,13,16,11,18,13,16,14,15,12
Blanco,9,25,39,13,17,11,18,13,16,14,15,12
Blanco,9,25,39,13,17,11,18,12,16,14,15,12
Blanco,9,25,39,13,17,11,18,12,16,14,15,13
Blanco,9,25,40,13,17,11,18,12,16,14,15,12
Blanco,9,25,39,13,17,11,18,13,16,14,15,12
Blanco,10,25,40,12,17,10,18,13,16,14,15,12
Blanco,8,30,35,14,12,11,17,5,16,15,16,19
Blanco,7,30,35,14,12,11,17,5,16,15,16,19
Blanco,7,30,35,14,12,11,17,5,16,15,16,19
Blanco,7,30,34,14,13,11,17,6,16,15,16,18
Blanco,7,30,34,14,13,12,17,6,16,15,16,18
Blanco,7,30,34,14,13,12,17,6,16,15,16,18
Blanco,7,30,34,14,13,12,17,6,16,15,16,18
Blanco,7,30,34,14,14,12,17,6,16,15,16,18
Blanco,7,30,34,14,14,12,17,6,16,15,16,18
Blanco,7,30,34,15,14,13,17,6,16,15,16,19
Blanco,6,30,34,14,15,13,17,6,16,15,16,19
Blanco,6,30,34,15,15,13,17,7,16,15,16,18
Blanco,6,30,34,15,15,13,17,7,16,15,16,19
Blanco,6,30,34,15,15,13,16,7,16,15,16,19
Blanco,6,30,34,15,15,13,16,7,16,15,16,19
Blanco,6,30,34,15,15,13,16,7,16,15,16,19
Blanco,6,30,34,15,15,13,16,7,16,15,16,19
Blanco,6,30,34,15,15,13,16,6,16,15,16,19
Blanco,6,30,34,15,15,13,16,6,16,15,16,19
Blanco,6,30,34,15,14,13,16,6,16,15,16,19
Blanco,6,30,34,15,14,13,16,6,16,15,16,19
Blanco,7,30,34,15,14,13,16,6,16,15,16,19
Blanco,7,31,34,15,14,13,16,6,16,15,16,19
Blanco,7,30,34,16,13,12,16,5,16,15,16,19
Blanco,7,30,33,16,13,12,16,5,16,15,16,19
Blanco,7,31,34,15,13,12,16,5,16,14,16,19
Blanco,7,31,34,15,13,12,16,5,16,15,16,19
Blanco,7,31,34,15,12,12,16,5,16,14,16,19
Blanco,7,31,34,15,12,11,16,5,16,14,16,19
Blanco,8,31,34,15,12,11,16,5,16,14,16,19
Blanco,8,30,34,15,11,11,16,5,16,14,16,19
Blanco,8,30,34,15,11,11,16,5,16,14,16,19
Blanco,8,30,34,15,11,11,16,5,16,14,16,19
Blanco,8,30,34,14,11,11,16,5,16,15,16,19
Blanco,8,30,34,14,11,11,17,5,16,15,16,19
Blanco,8,30,34,14,11,11,17,5,16,15,16,19
Blanco,8,30,34,14,12,11,17,5,16,15,16,19
Blanco,7,30,34,14,12,11,17,5,16,15,16,19
Blanco,7,30,34,14,12,11,17,5,16,15,16,19
Verde,7,30,34,14,12,11,17,5,16,15,16,19
Verde,7,30,34,14,13,12,17,6,16,15,16,19
Verde,7,30,34,14,13,12,17,6,16,15,16,19
Verde,7,30,34,14,13,12,17,6,16,15,16,19
Verde,7,30,34,14,14,12,17,6,16,15,16,19
Verde,7,30,34,14,14,12,17,6,16,15,16,19
Verde,7,30,34,15,14,12,17,6,16,15,16,19
Verde,6,30,34,15,15,13,17,6,16,15,16,19
Verde,6,30,34,15,15,13,16,7,16,15,16,19
Verde,6,30,34,15,15,13,16,7,16,15,16,19
Verde,6,30,34,15,15,13,16,7,16,15,16,19
Verde,6,30,34,15,15,13,16,7,16,15,16,19
Verde,6,30,34,15,15,13,16,7,16,15,16,19
Verde,6,30,34,15,15,13,16,7,16,15,16,19
Verde,6,30,34,15,15,13,16,6,16,15,16,19
Verde,6,30,34,15,15,13,16,6,16,15,16,19
Verde,6,30,34,16,15,13,16,6,16,15,16,19
Verde,6,30,34,16,14,13,16,6,16,15,16,19
Verde,7,30,34,16,14,13,16,6,16,15,16,19
Verde,7,30,34,16,14,12,16,6,16,15,16,19
Verde,7,30,34,16,14,12,16,6,16,15,16,19
Verde,7,30,34,16,14,12,16,5,16,15,16,19
Verde,7,30,34,15,14,12,16,5,16,15,16,19
Verde,7,30,34,15,13,12,16,5,16,14,16,19
Verde,7,30,34,15,13,11,16,5,16,15,16,19
Verde,7,30,34,15,13,11,16,5,16,14,16,19
Verde,7,30,34,15,12,11,16,5,16,14,16,19
Verde,8,30,34,15,12,11,16,5,16,14,16,19
Verde,8,30,34,15,12,11,17,5,16,14,16,19
Verde,8,30,34,15,12,11,17,5,16,14,16,19
Verde,8,30,35,14,12,11,17,5,16,14,16,19
Verde,8,30,35,14,12,11,17,5,16,15,16,19
Verde,8,30,35,14,12,11,17,5,16,15,16,19
Verde,8,21,15,13,18,5,16,12,17,16,19,15
Verde,8,21,15,13,18,5,16,12,17,16,19,15
Verde,8,21,15,13,18,5,16,12,17,16,19,15
Verde,8,21,15,13,18,5,16,12,17,16,19,15
Verde,8,21,15,13,18,5,16,12,17,16,19,15
Verde,8,21,15,13,18,5,16,12,17,16,19,15
Verde,8,21,15,13,18,5,16,12,17,16,19,15
Verde,8,22,15,13,18,5,16,12,17,16,19,15
Verde,8,21,15,13,18,5,16,12,17,16,19,15
Verde,8,21,15,13,18,5,16,12,17,16,19,15
Verde,8,22,15,13,18,5,16,12,17,16,19,15
Verde,8,22,15,13,18,5,16,12,17,16,19,15
Verde,8,22,15,13,18,5,16,12,17,16,19,15
Verde,8,22,15,13,18,5,16,12,17,16,19,15
Verde,8,22,15,13,18,5,16,12,17,16,19,15
Verde,8,22,15,13,18,5,16,12,17,16,19,15
Verde,8,22,15,13,18,5,16,12,17,16,19,16
Verde,8,22,15,13,18,5,16,12,17,16,19,15
Verde,8,22,15,13,18,5,16,12,17,16,18,16
Verde,8,22,15,13,18,5,16,12,17,16,18,16
Verde,8,21,15,13,18,5,16,12,17,16,19,15
Verde,8,22,15,13,18,5,16,12,17,16,19,15
Verde,8,22,15,13,18,5,16,12,17,16,19,15
Verde,8,21,15,13,18,5,16,12,17,16,18,15
Verde,8,21,15,13,18,5,16,12,17,16,18,15
Verde,8,21,15,13,18,5,16,12,17,16,19,15
Verde,8,21,15,13,18,5,16,12,17,16,19,15
Verde,8,21,15,13,18,5,16,12,17,16,19,16
Verde,8,21,15,13,18,5,16,12,17,16,18,15
Verde,8,21,15,13,18,5,16,12,17,16,19,15
Verde,8,21,15,13,18,5,16,12,17,16,19,15
Verde,8,21,15,13,18,5,16,12,17,16,19,15
Verde,8,21,15,13,18,5,16,12,17,16,19,15
Verde,8,21,15,13,18,5,16,12,17,16,19,15
Verde,8,21,15,13,18,5,16,12,17,16,19,15
Verde,8,21,15,13,18,5,16,12,17,16,19,15
Verde,8,21,15,13,18,5,16,12,17,16,19,15
