Target,attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18
NN,0.4348,0.077,0.4445,0.297,0.1649,0.0944,0.2419,0.5143,0.1667,0.0858,0.2053,0.1799,0.1007,0.0396,0.2273,0.7317,0.8999,0.9666
NN,0.7173,0.6154,0.9166,0.4673,0.1869,0.1321,0.6274,0.1715,0.5833,0.5714,0.4947,0.5527,0.4717,0.1185,0.0455,0.5853,0.4667,0.7
NN,0.3479,0.2693,0.5417,0.2184,0.1869,0.1321,0.2092,0.5714,0.1667,0.3,0.2001,0.1523,0.2516,0.158,0.3637,0.1708,0.4,0.5333
NN,0.8043,0.8845,0.8749,0.5196,0.1869,0.0567,0.9019,0.0001,0.8333,0.7285,0.7894,0.892,0.8175,0.3421,0.1819,0.1464,0.2667,0.0668
NN,0.2609,0.1155,0.5278,0.1966,0.088,0.0944,0.2288,0.5428,0.1667,0.1429,0.2001,0.1643,0.1573,0.0659,0.4546,0.5853,0.7,0.7333
NN,0.4348,0.3462,0.4167,0.118,0.099,0.0944,0.0981,0.7714,0.0834,0.3857,0.1369,0.0672,0.2705,0.1974,0.2273,0.0976,0.4333,0.3
NN,0.3044,0.2308,0.4722,0.2097,0.121,0.0756,0.255,0.5143,0.1667,0.2572,0.2316,0.1835,0.195,0.1448,0.0455,0.8048,0.3667,0.5
NN,0.3913,0.4615,0.4861,0.2184,0.11,0.0756,0.2484,0.5143,0.1667,0.4,0.2106,0.1811,0.4466,0.0922,0.7272,0.0489,0.5667,0.5667
NN,0.1957,0.1924,0.1806,0.0918,0.1319,0.0567,0.1373,0.7142,0.0834,0.1429,0.1159,0.09,0.2328,0.3684,0.0001,0.0001,0.0334,0.0668
NN,0.7391,0.7307,0.8472,0.4978,0.1869,0.1699,0.5882,0.2001,0.5,0.6571,0.4684,0.5108,0.522,0.079,0.7727,0.0489,0.7,0.8333
NN,0.5435,0.2308,0.5694,0.3799,0.1869,0.1321,0.353,0.4,0.25,0.2858,0.2843,0.277,0.1384,0.0396,0.3637,0.4634,0.7,0.7999
NN,0.2609,0.2693,0.4445,0.1529,0.1319,0.0567,0.1308,0.6857,0.0834,0.2429,0.1527,0.0912,0.2579,0.1185,0.1364,0.2196,0.5,0.4667
NN,0.5435,0.8076,0.8888,0.3581,0.1319,0.151,0.6601,0.1715,0.5833,0.7714,0.4895,0.5767,0.6792,0.1843,0.0455,0.6341,0.3334,0.4667
NN,0.6521,0.8076,0.7083,0.3275,0.11,0.1699,0.7058,0.1429,0.6666,0.7428,0.4737,0.6271,0.5597,0.1711,0.0455,0.7804,0.3334,0.5667
NN,0.4131,0.1155,0.5278,0.2664,0.11,0.1133,0.268,0.4857,0.1667,0.1429,0.2053,0.1979,0.0944,0.0133,0.1819,0.4634,0.8999,0.9999
NN,0.8043,0.6923,0.8888,0.3799,0.11,0.1887,0.6601,0.1429,0.5833,0.6285,0.5053,0.5875,0.5094,0.1185,0.8181,0.0489,0.5,0.6
NN,0.1957,0.4615,0.3889,0.1529,0.1869,0.0756,0.2288,0.5714,0.1667,0.3572,0.2053,0.1631,0.4717,0.2764,0.0001,0.0245,0.1667,0.1001
NN,0.5435,0.1924,0.4167,0.0918,0.055,0.1133,0.1177,0.7714,0.0834,0.3,0.1422,0.0708,0.1447,0.1974,0.0001,0.3171,0.3334,0.1334
NN,0.7608,0.6923,0.8749,0.4061,0.1429,0.1699,0.647,0.1429,0.5833,0.6,0.4842,0.5719,0.4906,0.1053,0.3182,0.0733,0.4667,0.6333
NN,0.7173,0.8076,0.8749,0.249,0.0001,0.0378,0.8823,0.0287,0.8333,0.6857,0.7157,0.8489,0.8364,0.3421,0.1819,0.2683,0.1667,0.0668
NN,0.4565,0.4615,0.5694,0.2708,0.2198,0.1321,0.2157,0.5714,0.1667,0.4143,0.179,0.1547,0.4403,0.0922,0.5,0.3415,0.6,0.7
NN,0.5,0.6154,0.8055,0.3625,0.1319,0.0756,0.6601,0.1429,0.5833,0.4857,0.5158,0.5947,0.6352,0.2369,0.3637,0.6829,0.4,0.2667
NN,0.4348,0.5769,0.6111,0.2009,0.1759,0.1699,0.2876,0.5143,0.25,0.6714,0.2158,0.2039,0.4969,0.1843,0.3637,0.3659,0.3,0.4667
NN,0.3261,0.2693,0.5278,0.3581,0.2858,0.0756,0.3007,0.4286,0.25,0.2286,0.2895,0.2339,0.2453,0.1843,0.0455,0.2683,0.5667,0.5333
NN,0.2392,0.2308,0.6944,0.3319,0.1429,0.0944,0.4249,0.3143,0.3334,0.1858,0.4158,0.3418,0.2265,0.158,0.1819,0.9267,0.4667,0.5667
NN,0.3479,0.4231,0.4445,0.2446,0.2088,0.0944,0.2092,0.5714,0.1667,0.4143,0.1895,0.1535,0.3774,0.1317,0.5,0.0245,0.5,0.5667
NN,0.4348,0.1539,0.4583,0.3057,0.2308,0.0944,0.255,0.4857,0.1667,0.1858,0.2369,0.1955,0.1636,0.1185,0.0455,0.5366,0.6666,0.7999
NN,0.3479,0.4231,0.4167,0.1442,0.121,0.0756,0.1569,0.6571,0.0834,0.4,0.2001,0.1068,0.3585,0.25,0.4546,0.0733,0.3334,0.2001
NN,0.6304,0.8076,0.9166,0.5109,0.2308,0.1699,0.6209,0.1715,0.5833,0.6571,0.5158,0.5444,0.8113,0.158,0.0001,0.6341,0.4333,0.6333
NN,0.1088,0.1155,0.2778,0.0525,0.099,0.0756,0.072,0.8285,0.0001,0.0858,0.058,0.0445,0.0756,0.25,0.1364,0.3903,0.0668,0.1334
NN,0.3913,0.3462,0.3611,0.2839,0.2088,0.0944,0.2157,0.5143,0.1667,0.3143,0.2053,0.1691,0.3145,0.1053,0.1819,0.0001,0.8333,0.8666
NN,0.2392,0.077,0.1806,0.0787,0.11,0.0378,0.0262,0.9428,0.0001,0.0715,0.0264,0.0145,0.1196,0.2237,0.4546,0.6585,0.2334,0.3
NN,0.6521,0.5,0.9166,0.4585,0.2088,0.151,0.5948,0.2001,0.5,0.4429,0.4579,0.5132,0.6352,0.1448,0.4091,0.244,0.5,0.6
NN,0.5869,0.3077,0.4861,0.4411,0.2638,0.0567,0.4183,0.2858,0.3334,0.2858,0.3895,0.3537,0.2642,0.1711,0.3182,0.4634,0.7,0.5333
NN,0.3913,0.3462,0.5694,0.3887,0.2418,0.0567,0.3726,0.3429,0.25,0.2715,0.2843,0.2998,0.2956,0.1185,0.1364,0.561,0.7333,0.7666
NN,0.5435,0.4615,0.5,0.2708,0.1429,0.0944,0.2942,0.4572,0.25,0.4286,0.2843,0.2243,0.4843,0.1317,0.5909,0.244,0.4667,0.5
NN,0.6087,0.6923,0.9027,0.4716,0.2308,0.151,0.634,0.1715,0.5833,0.6285,0.4842,0.5623,0.7232,0.1843,0.2273,0.561,0.3334,0.4667
NN,0.3696,0.1155,0.5278,0.3275,0.1869,0.1133,0.2942,0.4572,0.1667,0.1144,0.2737,0.2195,0.2076,0.0922,0.0455,0.4878,0.5333,0.5667
NN,0.5217,0.5769,0.75,0.4105,0.1759,0.1321,0.451,0.2858,0.3334,0.5286,0.3684,0.3717,0.5031,0.0659,0.909,0.2683,0.7666,0.7333
NN,0.3044,0.2693,0.5694,0.2533,0.2308,0.151,0.2223,0.5714,0.1667,0.3,0.1948,0.1595,0.3019,0.1448,0.0001,0.3171,0.4333,0.6
NN,0.4348,0.3846,0.5,0.1966,0.11,0.0944,0.2419,0.5143,0.1667,0.3572,0.2211,0.1811,0.4214,0.1317,0.6363,0.0001,0.4333,0.4333
NN,0.7391,0.8461,0.8055,0.4149,0.1319,0.0944,0.8365,0.0287,0.75,0.7142,0.6736,0.8177,0.8553,0.2764,0.1364,0.0245,0.3334,0.1001
NN,0.4131,0.1539,0.6389,0.2752,0.1429,0.0944,0.3007,0.4572,0.25,0.1858,0.2685,0.2267,0.2202,0.1185,0.4091,0.5122,0.4667,0.5
NN,0.2827,0.3846,0.3611,0.1136,0.099,0.0944,0.2615,0.5143,0.1667,0.3429,0.2474,0.1871,0.4025,0.2895,0.2728,0.3415,0.1667,0.1334
NN,0.7391,0.8845,0.8888,0.5546,0.2638,0.1699,0.6993,0.1429,0.6666,0.7714,0.5053,0.6247,0.6792,0.158,0.8636,0.2683,0.4333,0.5
NN,0.1957,0.4231,0.4445,0.2009,0.1869,0.0944,0.2746,0.5143,0.1667,0.3715,0.2685,0.1991,0.4277,0.2764,0.0001,0.3903,0.2334,0.2001
NN,0.174,0.5,0.4306,0.1136,0.099,0.0944,0.268,0.5143,0.1667,0.4429,0.2211,0.1895,0.5157,0.2895,0.1364,0.3415,0.1334,0.1667
NN,0.1957,0.4231,0.4445,0.1398,0.1539,0.0944,0.2288,0.5714,0.1667,0.3572,0.2264,0.1595,0.4654,0.2895,0.2728,0.4147,0.1667,0.1334
NN,0.4348,0.5385,0.625,0.2577,0.2088,0.1699,0.2876,0.5143,0.25,0.5714,0.2211,0.2051,0.434,0.1974,0.3182,0.3659,0.2334,0.4667
NN,0.3696,0.1155,0.4722,0.2926,0.1429,0.1133,0.2942,0.4572,0.1667,0.1429,0.2474,0.2195,0.0881,0.0264,0.2728,0.5122,0.7,0.7666
NN,0.826,0.8076,0.8749,0.2926,0.0331,0.1699,0.7124,0.1144,0.6666,0.7714,0.5105,0.651,0.5786,0.1317,0.6818,0.1464,0.4667,0.5667
NN,0.6521,0.8461,0.8333,0.393,0.1649,0.1699,0.6536,0.1429,0.5833,0.8142,0.4579,0.5779,0.6918,0.1843,0.4546,0.3415,0.3667,0.4333
NN,0.3479,0.2693,0.25,0.1442,0.121,0.0944,0.0654,0.7999,0.0001,0.3143,0.0843,0.0493,0.2579,0.0527,0.3182,0.0976,0.7666,0.8333
NN,0.3044,0.5385,0.5694,0.1966,0.1649,0.1321,0.2288,0.5428,0.1667,0.4857,0.2158,0.1691,0.4528,0.1711,0.0001,0.1464,0.4,0.5667
NN,0.4131,0.5,0.5417,0.3144,0.1869,0.1133,0.3268,0.4286,0.25,0.4429,0.279,0.2542,0.434,0.1053,0.091,0.244,0.5,0.5667
NN,0.2609,0.3462,0.3334,0.0743,0.088,0.0944,0.2419,0.5714,0.1667,0.4,0.1948,0.1667,0.3962,0.3421,0.0455,0.1464,0.1001,0.0334
NN,0.2827,0.5,0.4167,0.1966,0.1979,0.1133,0.2419,0.5428,0.1667,0.4,0.2106,0.1763,0.478,0.2369,0.2728,0.1464,0.2334,0.2334
NN,0.6087,0.8845,0.8333,0.2795,0.088,0.1699,0.6666,0.1429,0.5833,0.8142,0.4684,0.5959,0.7232,0.1974,0.091,0.0733,0.3,0.3667
NN,0.4565,0.2308,0.6805,0.393,0.1649,0.1321,0.3922,0.3429,0.3334,0.2429,0.3211,0.3118,0.0756,0.0527,0.1819,0.561,0.8333,0.9332
NN,0.2827,0.1539,0.4028,0.2009,0.1759,0.1133,0.17,0.6285,0.0834,0.2286,0.1737,0.12,0.0944,0.158,0.0455,0.1464,0.4333,0.4667
NN,0.3696,0.3077,0.4306,0.2839,0.2308,0.0944,0.2484,0.5143,0.1667,0.2858,0.2369,0.1823,0.3019,0.158,0.1364,0.439,0.5333,0.5333
NN,0.6739,0.6154,0.6805,0.2795,0.077,0.0378,0.6536,0.1429,0.5833,0.5,0.5684,0.5971,0.5597,0.25,0.0455,0.561,0.4667,0.2667
NN,0.3479,0.1155,0.4445,0.1616,0.099,0.0944,0.17,0.6285,0.0834,0.1144,0.1737,0.1224,0.1321,0.1711,0.0455,0.0245,0.3667,0.3667
NN,0.3696,0.2308,0.6389,0.2839,0.1649,0.0944,0.3268,0.4286,0.25,0.1858,0.3369,0.2447,0.239,0.1974,0.0455,0.5366,0.3,0.3334
NN,0.2392,0.4231,0.5139,0.2009,0.1319,0.0567,0.2615,0.5143,0.1667,0.3572,0.2369,0.1919,0.4277,0.2369,0.3637,0.0489,0.2334,0.2001
NN,0.6739,0.923,0.8749,0.4891,0.2418,0.1699,0.6993,0.1144,0.6666,0.8285,0.5158,0.6283,0.6918,0.1843,0.1819,0.0733,0.3334,0.5
NN,0.2174,0.4231,0.3889,0.1747,0.1539,0.1133,0.2288,0.5428,0.1667,0.3572,0.2106,0.1691,0.4466,0.1974,0.0455,0.0245,0.3,0.3334
NN,0.2609,0.2308,0.2362,0.0962,0.099,0.0756,0.0132,0.9142,0.0001,0.2429,0.0211,0.0133,0.2265,0.0659,0.7727,0.1708,0.7,0.7
NN,0.5652,0.8461,0.8472,0.4454,0.1649,0.2076,0.7189,0.1144,0.6666,0.8856,0.5,0.6451,0.6541,0.158,0.091,0.0733,0.3334,0.5
NN,0.3261,0.4231,0.625,0.1529,0.099,0.1699,0.2942,0.4857,0.25,0.5286,0.2422,0.2147,0.4151,0.2237,0.2273,0.3903,0.2667,0.4667
NN,0.5869,0.6538,0.5694,0.4061,0.2198,0.0756,0.4837,0.2286,0.4167,0.5714,0.4,0.4161,0.5597,0.1974,0.2728,0.0245,0.7,0.5667
NN,0.174,0.4231,0.4445,0.1529,0.1429,0.0756,0.268,0.5143,0.1667,0.4,0.2632,0.1955,0.434,0.2895,0.0455,0.3659,0.2001,0.1667
NN,0.2827,0.3077,0.3611,0.1267,0.099,0.0756,0.1569,0.6571,0.0834,0.2572,0.1317,0.108,0.3334,0.1974,0.2273,0.3415,0.2334,0.2667
NN,0.4348,0.3077,0.5417,0.2402,0.1759,0.1133,0.2092,0.5714,0.1667,0.4572,0.1843,0.15,0.1573,0.1053,0.1819,0.2196,0.6333,0.7333
NN,0.7391,0.8076,0.8055,0.4629,0.2088,0.1699,0.6928,0.1429,0.5833,0.7285,0.479,0.6235,0.6729,0.158,0.6363,0.0001,0.4,0.5333
NN,0.4565,0.077,0.3611,0.1878,0.1649,0.1321,0.1243,0.6857,0.0834,0.1286,0.1527,0.0888,0.0378,0.0922,0.3637,0.1708,0.6666,0.6666
NN,0.6956,0.8076,0.9166,0.4847,0.2308,0.151,0.6274,0.1715,0.5833,0.6857,0.4579,0.5468,0.6855,0.1317,0.6363,0.561,0.4333,0.6
NN,0.2827,0.3077,0.3334,0.1922,0.1539,0.0567,0.2484,0.5428,0.1667,0.2858,0.1843,0.1787,0.4025,0.2764,0.2273,0.1952,0.2001,0.1334
NN,0.2609,0.077,0.0973,0.0263,0.088,0.019,0.0328,0.8856,0.0001,0.0572,0.0317,0.0229,0.1887,0.3948,0.2273,0.2196,0.1334,0.1001
NN,0.2609,0.0001,0.0001,0.0481,0.11,0.019,0.0001,0.9999,0.0001,0.0144,0.0001,0.0001,0.1133,0.3553,0.5454,0.5122,0.1667,0.0668
NN,0.174,0.4231,0.3889,0.07,0.066,0.0756,0.255,0.5428,0.1667,0.4143,0.2106,0.1787,0.434,0.3553,0.1819,0.122,0.1001,0.0668
NN,0.5869,0.7307,0.8888,0.3712,0.1319,0.151,0.6274,0.1715,0.5833,0.6428,0.4737,0.5492,0.5534,0.1448,0.0455,0.5366,0.3667,0.5667
NN,0.4348,0.3462,0.3334,0.2359,0.2308,0.1321,0.1439,0.6571,0.0834,0.3429,0.1737,0.1008,0.3837,0.158,0.3182,0.3171,0.5333,0.6666
NN,0.3696,0.5769,0.5278,0.1311,0.099,0.1699,0.3138,0.4857,0.25,0.7,0.2053,0.2183,0.478,0.2237,0.0455,0.3415,0.2001,0.3667
NN,0.5,0.1539,0.4722,0.4149,0.2967,0.0567,0.3464,0.3715,0.25,0.1429,0.3053,0.2818,0.1699,0.1711,0.0455,0.0733,0.6666,0.6333
NN,0.2609,0.4615,0.3473,0.1049,0.099,0.1133,0.255,0.5428,0.1667,0.3857,0.2106,0.1775,0.4843,0.2895,0.0455,0.244,0.1001,0.1001
NN,0.5869,0.8461,0.8472,0.3712,0.11,0.151,0.7189,0.1144,0.6666,0.8428,0.5,0.6558,0.6415,0.158,0.3182,0.4147,0.4,0.5333
NN,0.1305,0.5385,0.4722,0.1616,0.1539,0.0944,0.268,0.4857,0.1667,0.4429,0.2369,0.1979,0.566,0.2369,0.2728,0.244,0.2334,0.2667
NN,0.3479,0.1155,0.5139,0.297,0.1649,0.1133,0.2942,0.4572,0.1667,0.1001,0.2316,0.2195,0.107,0.0527,0.2273,0.5366,0.7333,0.7999
NN,0.4348,0.4615,0.4583,0.2621,0.1319,0.0944,0.3072,0.4572,0.25,0.4,0.2737,0.2339,0.4969,0.079,0.5,0.3659,0.6333,0.6666
NN,0.2609,0.3462,0.2639,0.1223,0.121,0.0944,0.2419,0.5714,0.1667,0.3715,0.1895,0.1631,0.3962,0.3158,0.3637,0.0976,0.1001,0.0334
NN,0.6087,0.8461,0.9444,0.5415,0.2418,0.1887,0.6732,0.1429,0.5833,0.7142,0.521,0.5995,0.6603,0.158,0.091,0.3903,0.4,0.6
NN,0.2609,0.5385,0.4861,0.0743,0.066,0.1321,0.2942,0.5143,0.25,0.6714,0.2001,0.2087,0.4214,0.2369,0.0455,0.1708,0.2001,0.3334
NN,0.4348,0.3077,0.4861,0.0874,0.044,0.0944,0.1831,0.6571,0.0834,0.3286,0.179,0.12,0.2516,0.2369,0.2273,0.3659,0.2667,0.1334
NN,0.4783,0.1155,0.4583,0.3799,0.2858,0.0756,0.2876,0.4286,0.1667,0.1144,0.2843,0.2279,0.0944,0.158,0.091,0.4634,0.7666,0.7666
NN,0.3913,0.2308,0.5972,0.3144,0.1319,0.0944,0.3726,0.3715,0.25,0.2001,0.3158,0.2902,0.2076,0.1053,0.0001,0.5853,0.5333,0.6
NN,0.6521,0.8461,0.8749,0.4673,0.1979,0.1699,0.6536,0.1429,0.5833,0.6714,0.521,0.5863,0.8804,0.1711,0.2273,0.3903,0.4,0.5
NN,0.2609,0.0386,0.1806,0.1005,0.121,0.0756,0.0262,0.9142,0.0001,0.0429,0.0369,0.0157,0.1133,0.1448,0.1364,0.4878,0.3,0.2667
NN,0.4783,0.1924,0.3611,0.0962,0.055,0.1133,0.1373,0.7428,0.0834,0.3143,0.1474,0.0828,0.195,0.25,0.5,0.1952,0.2667,0.0668
NN,0.6739,0.9614,0.8749,0.5502,0.2418,0.1699,0.6993,0.1144,0.6666,0.8285,0.5316,0.6379,0.8616,0.158,0.3182,0.0976,0.3667,0.5
NN,0.2392,0.4231,0.5555,0.1573,0.121,0.1699,0.2876,0.5143,0.25,0.5571,0.1895,0.1979,0.4214,0.1974,0.2273,0.4147,0.2334,0.4
NN,0.4565,0.3846,0.3889,0.2883,0.2198,0.0756,0.1961,0.5714,0.0834,0.3429,0.179,0.1511,0.4277,0.079,0.4546,0.1952,0.7333,0.7333
NN,0.4348,0.5385,0.625,0.249,0.1979,0.1887,0.2811,0.4857,0.1667,0.5571,0.2579,0.2039,0.434,0.2237,0.091,0.2196,0.2667,0.5
NN,0.8478,0.6538,0.9721,0.3581,0.099,0.1699,0.6666,0.1429,0.5833,0.5857,0.5368,0.5899,0.5912,0.158,0.8181,0.6585,0.5,0.7
NN,0.3913,0.1155,0.5139,0.2315,0.099,0.0944,0.2811,0.4572,0.1667,0.1144,0.2474,0.2123,0.0881,0.079,0.3637,0.3659,0.6333,0.6666
NN,0.4131,0.3846,0.4028,0.2359,0.099,0.0944,0.2419,0.5143,0.1667,0.3572,0.2106,0.1787,0.3711,0.0527,0.6363,0.439,0.7333,0.7333
NN,0.5652,0.5769,0.8888,0.4018,0.1759,0.151,0.5817,0.2001,0.5,0.4857,0.479,0.5036,0.566,0.1843,0.3637,0.0976,0.4,0.5333
NN,0.5435,0.9614,0.8472,0.4542,0.1979,0.1887,0.745,0.1144,0.6666,0.9142,0.5,0.6762,0.6729,0.158,0.2728,0.0245,0.3,0.5
NN,0.2174,0.1539,0.1945,0.0612,0.088,0.0378,0.1112,0.7428,0.0834,0.1286,0.0843,0.0732,0.195,0.2895,0.1819,0.3171,0.1334,0.1001
NN,0.3913,0.2308,0.6666,0.3712,0.1759,0.1321,0.4118,0.3429,0.3334,0.2001,0.3527,0.3274,0.2956,0.1317,0.0001,0.561,0.5,0.5667
NN,0.3479,0.2693,0.2778,0.118,0.099,0.0756,0.0393,0.8571,0.0001,0.2715,0.0685,0.0301,0.2768,0.079,0.4546,0.1952,0.5667,0.6
NN,0.3479,0.077,0.4167,0.1485,0.121,0.0944,0.0916,0.7714,0.0001,0.1429,0.0896,0.0636,0.019,0.0659,0.1819,0.4634,0.7666,0.8666
NN,0.6521,0.6154,0.8333,0.393,0.1429,0.151,0.4771,0.2572,0.4167,0.6,0.379,0.4005,0.434,0.0396,0.5909,0.1952,0.7333,0.8999
NN,0.1522,0.4615,0.4306,0.1049,0.099,0.0944,0.255,0.5428,0.1667,0.4143,0.2158,0.1835,0.4214,0.2632,0.1364,0.3903,0.1667,0.2001
NN,0.2827,0.3462,0.3473,0.0525,0.066,0.0756,0.2615,0.5428,0.1667,0.3286,0.2369,0.1811,0.3962,0.3421,0.2273,0.0976,0.1001,0.0668
NN,0.5869,0.5,0.5694,0.3625,0.1539,0.1321,0.353,0.4,0.25,0.5143,0.3106,0.277,0.4151,0.0527,0.5909,0.2196,0.7333,0.8666
NN,0.2827,0.2308,0.2778,0.1573,0.1429,0.0944,0.0458,0.8285,0.0001,0.2286,0.0527,0.0337,0.2013,0.0264,0.3182,0.1952,0.7999,0.8666
NN,0.2174,0.1539,0.3056,0.0394,0.066,0.0756,0.0654,0.8285,0.0001,0.1572,0.0685,0.0409,0.1636,0.2632,0.0001,0.1708,0.1667,0.1334
NN,0.1957,0.4615,0.3889,0.2009,0.2418,0.0567,0.2353,0.5428,0.1667,0.3715,0.2053,0.1655,0.4717,0.2764,0.2273,0.0001,0.1667,0.1001
NN,0.4348,0.5385,0.6666,0.4192,0.2088,0.0944,0.3987,0.3429,0.3334,0.4714,0.3527,0.3214,0.6038,0.0922,0.0001,0.0733,0.6333,0.7
NN,0.3913,0.3846,0.6666,0.2315,0.1539,0.1321,0.2419,0.5428,0.1667,0.5571,0.1843,0.1703,0.195,0.0659,0.0455,0.6341,0.7,0.8666
NN,0.5,0.4615,0.5555,0.2533,0.1759,0.1321,0.2223,0.5714,0.1667,0.4286,0.1632,0.1583,0.3271,0.0659,0.2273,0.244,0.7666,0.8666
NN,0.7391,0.923,0.9166,0.3275,0.044,0.1133,0.9476,0.0001,0.9166,0.7714,0.7631,0.9232,0.7735,0.3158,0.091,0.4878,0.1667,0.1001
NN,0.3044,0.4231,0.4167,0.3275,0.3077,0.0756,0.2223,0.5428,0.1667,0.3286,0.1948,0.1703,0.434,0.1317,0.2728,0.0245,0.6,0.6666
NN,0.2174,0.5,0.4583,0.1442,0.1319,0.0756,0.2353,0.5428,0.1667,0.4,0.1948,0.1715,0.4654,0.2106,0.3637,0.0001,0.3,0.3334
NN,0.2827,0.3077,0.3611,0.1092,0.088,0.0944,0.1504,0.6857,0.0834,0.2572,0.1264,0.0984,0.3522,0.1974,0.1364,0.0976,0.1334,0.2001
NN,0.7826,0.8076,0.9582,0.5284,0.2308,0.1699,0.6666,0.1429,0.5833,0.7285,0.5053,0.5887,0.6478,0.1185,0.5,0.7804,0.4333,0.7
NN,0.4565,0.1539,0.4583,0.3581,0.2638,0.0944,0.2746,0.4572,0.1667,0.1286,0.2158,0.2135,0.1447,0.1053,0.091,0.1952,0.7,0.8333
NN,0.5869,0.4231,0.7361,0.3887,0.1649,0.1133,0.4837,0.2572,0.4167,0.4143,0.379,0.4041,0.2642,0.0922,0.0001,0.0489,0.5667,0.5667
NN,0.1957,0.3846,0.4583,0.2184,0.1979,0.0944,0.255,0.5143,0.1667,0.3572,0.2527,0.1883,0.3208,0.2237,0.2273,0.2683,0.3,0.2667
NN,0.2827,0.5,0.4583,0.0918,0.11,0.0756,0.255,0.5428,0.1667,0.4143,0.2106,0.1799,0.4969,0.3027,0.4091,0.2683,0.1334,0.1001
NN,0.9347,0.7692,0.9721,0.5546,0.2198,0.1887,0.6862,0.1429,0.5833,0.6714,0.5316,0.6091,0.7106,0.1053,0.7272,0.6829,0.5333,0.8333
NN,0.3479,0.5,0.5139,0.0918,0.055,0.151,0.2876,0.5143,0.25,0.6,0.2158,0.2003,0.4277,0.25,0.3182,0.4147,0.2334,0.3334
NN,0.3479,0.5769,0.625,0.3712,0.1869,0.1133,0.3726,0.3715,0.25,0.5,0.3053,0.2914,0.5094,0.0659,0.7272,0.122,0.6333,0.6666
NN,0.2174,0.3077,0.4167,0.2228,0.1979,0.0944,0.2092,0.5714,0.1667,0.3286,0.2001,0.15,0.239,0.158,0.1819,0.2927,0.4,0.4667
NN,0.3261,0.3846,0.6111,0.1398,0.088,0.1699,0.2746,0.5143,0.1667,0.4572,0.2316,0.1991,0.3459,0.1843,0.2728,0.0489,0.3,0.5
NN,0.5,0.5385,0.8749,0.4847,0.2418,0.151,0.5751,0.2001,0.5,0.4143,0.4737,0.4964,0.5723,0.1843,0.2728,0.1464,0.3667,0.4333
NN,0.3261,0.1539,0.2362,0.1223,0.1649,0.0756,0.1504,0.6857,0.0834,0.1001,0.1106,0.0972,0.2202,0.3158,0.7272,0.3903,0.1334,0.1001
NN,0.5435,0.1924,0.3611,0.1136,0.088,0.0944,0.1177,0.7142,0.0834,0.2858,0.158,0.0804,0.0881,0.1317,0.1364,0.2927,0.5,0.4333
NN,0.3479,0.4615,0.5694,0.6201,0.6044,0.7735,0.2811,0.5143,0.25,0.6,0.3684,0.1955,0.4277,0.4079,0.4091,0.4147,0.2334,0.3667
NN,0.3044,0.3462,0.5,0.2402,0.1979,0.0567,0.2811,0.4572,0.1667,0.2858,0.2843,0.2135,0.3019,0.2237,0.2728,0.2927,0.4333,0.4
NN,0.4348,0.1155,0.3195,0.1529,0.11,0.1133,0.1308,0.6857,0.0834,0.2572,0.1474,0.0912,0.0756,0.1053,0.1364,0.6585,0.5667,0.6666
NN,0.7826,0.8461,0.861,0.2839,0.044,0.0756,0.8431,0.0287,0.75,0.6714,0.7105,0.8225,0.8679,0.329,0.4546,0.2683,0.2667,0.0668
NN,0.3696,0.1924,0.4861,0.2621,0.1869,0.0944,0.255,0.4857,0.1667,0.1858,0.2001,0.1931,0.1887,0.0922,0.0001,0.0001,0.6333,0.7666
NN,0.5435,0.7307,0.6389,0.4498,0.2418,0.0567,0.5229,0.2001,0.4167,0.6143,0.4316,0.4628,0.7044,0.2106,0.1819,0.1464,0.6,0.4667
NN,0.1957,0.1539,0.3611,0.0962,0.077,0.0944,0.1308,0.7428,0.0834,0.1286,0.0948,0.0816,0.2076,0.1711,0.7727,0.1708,0.2334,0.2001
NN,0.3913,0.2693,0.8055,0.3843,0.1869,0.1321,0.4249,0.3429,0.3334,0.2429,0.3369,0.337,0.3522,0.0922,0.4091,0.8536,0.6333,0.7999
NN,0.5435,0.2693,0.5139,0.2926,0.1539,0.0756,0.3922,0.3143,0.3334,0.3,0.3527,0.3274,0.2013,0.1711,0.1819,0.4147,0.7666,0.6666
NN,0.7173,0.7692,0.8055,0.3887,0.1429,0.151,0.6732,0.1429,0.5833,0.7285,0.4947,0.5959,0.6855,0.1843,0.3637,0.5122,0.4,0.5333
NN,0.4348,0.3846,0.5278,0.2708,0.1319,0.0944,0.255,0.5143,0.1667,0.3286,0.2737,0.1895,0.4088,0.1185,0.6818,0.0489,0.5667,0.5333
NN,0.4565,0.1539,0.4445,0.3887,0.2748,0.0756,0.3007,0.4286,0.1667,0.2143,0.2843,0.2411,0.1133,0.1448,0.0001,0.3415,0.7999,0.7666
NN,0.3479,0.1155,0.3889,0.1966,0.1429,0.1133,0.1373,0.6857,0.0834,0.2286,0.1211,0.0972,0.063,0.0396,0.2728,0.439,0.8333,0.9332
NN,0.2609,0.4615,0.4167,0.1136,0.121,0.1133,0.255,0.5428,0.1667,0.4,0.2158,0.1799,0.4906,0.2632,0.091,0.122,0.1667,0.1667
