Target,bic_0,bic_1,bic_2,bic_3,bic_4,bic_5,bic_6,bic_7,bic_8,bic_9,bic_10,bic_11,bic_12,bic_13,bic_14,bic_15,bic_16,bic_17,bic_18,bic_19,bic_20,bic_21,bic_22,bic_23,bic_24,bic_25,bic_26,bic_27,bic_28,bic_29,bic_30,bic_31,bic_32,bic_33,bic_34,bic_35,bic_36,bic_37,bic_38,bic_39,bic_40,bic_41,bic_42,bic_43,bic_44,bic_45,bic_46,bic_47,bic_48,bic_49,bic_50,bic_51,bic_52,bic_53,bic_54,bic_55,bic_56,bic_57,bic_58,bic_59,bic_60,bic_61,bic_62,bic_63,bic_64,bic_65,bic_66,bic_67,bic_68,bic_69,bic_70,bic_71,bic_72,bic_73,bic_74,bic_75,bic_76,bic_77,bic_78,bic_79,bic_80,bic_81,bic_82,bic_83,bic_84,bic_85,bic_86,bic_87,bic_88,bic_89,bic_90,bic_91,bic_92,bic_93,bic_94,bic_95,bic_96,bic_97,bic_98,bic_99,bic_100,bic_101,bic_102,bic_103,bic_104,bic_105,bic_106,bic_107,bic_108,bic_109,bic_110,bic_111,bic_112,bic_113,bic_114,bic_115,bic_116,bic_117,bic_118,bic_119,bic_120,bic_121,bic_122,bic_123,bic_124,bic_125,bic_126,bic_127
NN,0.1112,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.7777,0.0001,0.0001,0.0001,0.7777,0.6666,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1112,0.7777,0.0001,0.0001,0.0001,0.5555,0.625,0.0001,0.0001,0.0001,0.0001,0.1251,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1112,0.2223,0.0001,0.0001,0.0001,0.1251,0.4445,0.1429,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.4286,0.0001,0.0001,0.0001,0.5714,0.5,0.1429,0.0001,0.0001,0.1429,0.1429,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.4286,0.7142,0.1429,0.0001,0.0001,0.5714,0.5714,0.1429,0.0001,0.0001,0.1429,0.1429,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1667,0.4286,0.2001,0.0001,0.0001,0.2858,0.4286
NN,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.7777,0.0001,0.0001,0.0001,0.7777,0.5555,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.2223,0.8888,0.0001,0.0001,0.0001,0.2223,0.625,0.1112,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1112,0.0001,0.0001,0.0001,0.1251,0.3334,0.1429,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.4286,0.0001,0.0001,0.0001,0.7142,0.5,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.4286,0.7142,0.1429,0.0001,0.0001,0.5714,0.5714,0.1429,0.0001,0.0001,0.1429,0.1429,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.4286,0.2001,0.0001,0.0001,0.1429,0.4286
NN,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.8888,0.0001,0.0001,0.0001,0.1112,0.1112,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.75,0.0001,0.0001,0.0001,0.6666,0.7777,0.1251,0.0001,0.0001,0.4445,0.75,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.25,0.0001,0.0001,0.0001,0.2223,0.6666,0.1667,0.0001,0.0001,0.375,0.4445,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.4286,0.1667,0.0001,0.0001,0.1429,0.1251,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.5,0.0001,0.0001,0.0001,0.5714,0.7142,0.1429,0.0001,0.0001,0.5714,0.5714,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.2001,0.0001,0.0001,0.0001,0.1667,0.5714,0.2001,0.0001,0.0001,0.2858,0.1429
NN,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.8888,0.0001,0.0001,0.0001,0.1112,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.75,0.0001,0.0001,0.0001,0.7777,0.6666,0.0001,0.0001,0.0001,0.4445,0.625,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.5555,0.0001,0.0001,0.0001,0.25,0.1112,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.5714,0.0001,0.0001,0.0001,0.1429,0.1251,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.6666,0.0001,0.0001,0.0001,0.7142,0.7142,0.1429,0.0001,0.0001,0.5714,0.5714,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.4286,0.0001,0.0001,0.0001,0.1429,0.1429
NN,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.8888,0.0001,0.0001,0.0001,0.1112,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.8749,0.0001,0.0001,0.0001,0.7777,0.6666,0.0001,0.0001,0.0001,0.4445,0.75,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1251,0.0001,0.0001,0.0001,0.0001,0.5555,0.0001,0.0001,0.0001,0.375,0.2223,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.4286,0.0001,0.0001,0.0001,0.1429,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.6666,0.0001,0.0001,0.0001,0.7142,0.7142,0.0001,0.0001,0.0001,0.5714,0.5714,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.2001,0.0001,0.0001,0.0001,0.1667,0.4286,0.0001,0.0001,0.0001,0.2858,0.1429
NN,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1112,0.0001,0.0001,0.0001,0.5555,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.8888,0.7777,0.0001,0.0001,0.0001,0.4445,0.8749,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.6666,0.0001,0.0001,0.0001,0.375,0.1112,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.2858,0.0001,0.0001,0.0001,0.5714,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1667,0.0001,0.0001,0.0001,0.5714,0.5714,0.0001,0.0001,0.0001,0.5714,0.5714,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1667,0.5714,0.0001,0.0001,0.0001,0.2858,0.1429
NN,0.2223,0.0001,0.0001,0.0001,0.1251,0.1112,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.7777,0.0001,0.0001,0.0001,0.7777,0.7777,0.5555,0.0001,0.0001,0.1251,0.6666,0.4445,0.0001,0.0001,0.0001,0.1251,0.0001,0.0001,0.0001,0.0001,0.0001,0.1112,0.0001,0.0001,0.0001,0.0001,0.5,0.4445,0.0001,0.0001,0.0001,0.75,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1429,0.1429,0.0001,0.0001,0.1251,0.1251,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.5714,0.0001,0.0001,0.0001,0.5714,0.5,0.4286,0.0001,0.0001,0.1429,0.4286,0.2858,0.0001,0.0001,0.0001,0.1667,0.0001,0.0001,0.0001,0.0001,0.1429,0.1429,0.1429,0.0001,0.0001,0.1429,0.4286,0.4286,0.0001,0.0001,0.0001,0.2858,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1429
NN,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.8888,0.0001,0.0001,0.0001,0.1112,0.1112,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.9999,0.0001,0.0001,0.0001,0.7777,0.5555,0.1251,0.0001,0.0001,0.1112,0.375,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.4445,0.0001,0.0001,0.0001,0.1251,0.1112,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.5714,0.1667,0.0001,0.0001,0.1429,0.1251,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.8333,0.0001,0.0001,0.0001,0.7142,0.5714,0.1429,0.0001,0.0001,0.4286,0.4286,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1667,0.4286,0.0001,0.0001,0.0001,0.1429,0.1429
NN,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.7777,0.0001,0.0001,0.0001,0.1112,0.1112,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.8749,0.0001,0.0001,0.0001,0.7777,0.7777,0.0001,0.0001,0.0001,0.3334,0.75,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1112,0.1251,0.0001,0.0001,0.0001,0.1112,0.6666,0.0001,0.0001,0.0001,0.25,0.3334,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.4286,0.0001,0.0001,0.0001,0.2858,0.1251,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.6666,0.0001,0.0001,0.0001,0.5714,0.7142,0.1429,0.0001,0.0001,0.5714,0.5714,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1667,0.4,0.0001,0.0001,0.0001,0.1667,0.5714,0.0001,0.0001,0.0001,0.2858,0.1429
NN,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.7777,0.0001,0.0001,0.0001,0.1112,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.8749,0.0001,0.0001,0.0001,0.8888,0.5555,0.1251,0.0001,0.0001,0.1112,0.5,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.5555,0.0001,0.0001,0.0001,0.25,0.2223,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.4286,0.0001,0.0001,0.0001,0.1429,0.1251,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.8333,0.0001,0.0001,0.0001,0.8571,0.5714,0.1429,0.0001,0.0001,0.4286,0.4286,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1667,0.4286,0.0001,0.0001,0.0001,0.1429,0.1429
NN,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.7777,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.8749,0.0001,0.0001,0.0001,0.8888,0.5555,0.0001,0.0001,0.0001,0.1112,0.25,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1112,0.4445,0.0001,0.0001,0.0001,0.1251,0.4445,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.4286,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.6666,0.25,0.0001,0.0001,0.7142,0.7142,0.1429,0.0001,0.0001,0.2858,0.2858,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.2001,0.0001,0.0001,0.0001,0.1667,0.4286,0.2001,0.0001,0.0001,0.2858,0.2858
NN,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.7777,0.0001,0.0001,0.0001,0.4445,0.1112,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1251,0.0001,0.0001,0.0001,0.7777,0.8888,0.0001,0.0001,0.0001,0.1112,0.625,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.5555,0.0001,0.0001,0.0001,0.25,0.4445,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.4286,0.0001,0.0001,0.0001,0.5714,0.1251,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1667,0.25,0.0001,0.0001,0.7142,0.7142,0.1429,0.0001,0.0001,0.4286,0.5714,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.5714,0.2001,0.0001,0.0001,0.4286,0.2858
NN,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.5555,0.0001,0.0001,0.0001,0.1112,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.5,0.0001,0.0001,0.0001,0.8888,0.8888,0.0001,0.0001,0.0001,0.1112,0.375,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.625,0.0001,0.0001,0.0001,0.1112,0.1112,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.4286,0.0001,0.0001,0.0001,0.1429,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.8333,0.0001,0.0001,0.0001,0.7142,0.7142,0.0001,0.0001,0.0001,0.1429,0.1429,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.4,0.0001,0.0001,0.0001,0.1667,0.1429,0.0001,0.0001,0.0001,0.1429,0.1429
NN,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.7777,0.0001,0.0001,0.0001,0.3334,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1251,0.0001,0.0001,0.0001,0.9999,0.6666,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.5714,0.0001,0.0001,0.0001,0.5714,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.5,0.0001,0.0001,0.0001,0.7142,0.5714,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
NN,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.7777,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.8749,0.0001,0.0001,0.0001,0.9999,0.6666,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.5714,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.8333,0.0001,0.0001,0.0001,0.7142,0.4286,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1667,0.2001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
NN,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.3334,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.75,0.0001,0.0001,0.0001,0.8888,0.7777,0.0001,0.0001,0.0001,0.5555,0.75,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1112,0.0001,0.0001,0.0001,0.1251,0.1112,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1429,0.0001,0.0001,0.0001,0.1429,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.6666,0.0001,0.0001,0.0001,0.7142,0.7142,0.0001,0.0001,0.0001,0.5714,0.5714,0.0001,0.0001,0.0001,0.1429,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1429,0.0001,0.0001,0.0001,0.1429,0.1429
NN,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.5555,0.0001,0.0001,0.0001,0.4445,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1251,0.0001,0.0001,0.0001,0.9999,0.4445,0.0001,0.0001,0.0001,0.1112,0.5,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.3334,0.0001,0.0001,0.0001,0.1251,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.4286,0.0001,0.0001,0.0001,0.5714,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.5,0.0001,0.0001,0.0001,0.7142,0.2858,0.0001,0.0001,0.0001,0.2858,0.2858,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1429,0.0001,0.0001,0.0001,0.1429,0.0001
NN,0.6666,0.1112,0.0001,0.0001,0.0001,0.1112,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.7777,0.1429,0.0001,0.0001,0.8888,0.7777,0.4445,0.0001,0.0001,0.0001,0.4445,0.5555,0.0001,0.0001,0.0001,0.375,0.0001,0.0001,0.0001,0.0001,0.1112,0.0001,0.0001,0.0001,0.0001,0.0001,0.1251,0.1112,0.0001,0.0001,0.0001,0.5,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.4286,0.1429,0.0001,0.0001,0.1251,0.1251,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.5714,0.1667,0.0001,0.0001,0.7142,0.5,0.4286,0.0001,0.0001,0.0001,0.4286,0.2858,0.0001,0.0001,0.0001,0.1667,0.0001,0.0001,0.0001,0.0001,0.1429,0.1429,0.1429,0.0001,0.0001,0.0001,0.1429,0.1429,0.0001,0.0001,0.0001,0.1429,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
NN,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1112,0.0001,0.0001,0.0001,0.4445,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.9999,0.6666,0.0001,0.0001,0.0001,0.4445,0.625,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.4445,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1429,0.0001,0.0001,0.0001,0.4286,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1667,0.0001,0.0001,0.0001,0.5714,0.4286,0.0001,0.0001,0.0001,0.4286,0.2858,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1429,0.0001,0.0001,0.0001,0.0001,0.0001
NN,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.6666,0.0001,0.0001,0.0001,0.4445,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1251,0.0001,0.0001,0.0001,0.9999,0.5555,0.0001,0.0001,0.0001,0.3334,0.5,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1112,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.7142,0.0001,0.0001,0.0001,0.7142,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.6666,0.0001,0.0001,0.0001,0.7142,0.2858,0.0001,0.0001,0.0001,0.2858,0.1429,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1429,0.0001,0.0001,0.0001,0.0001,0.0001
