Target,Pulse1,Pulse3,Pulse4,Pulse5,Pulse6,Pulse7,Pulse8,Pulse9,Pulse10,Pulse11,Pulse12,Pulse13,Pulse14,Pulse15,Pulse16,Pulse17,Pulse18,Pulse19,Pulse20,Pulse21,Pulse22,Pulse23,Pulse24,Pulse25,Pulse26,Pulse27,Pulse28,Pulse29,Pulse30,Pulse31,Pulse32,Pulse33,Pulse34
NN,0.9999,0.9504,0.583,0.8964,0.687,0.8649,0.7524,0.7989,0.8649,0.7215,0.9059,0.622,0.9374,0.532,0.9249,0.437,0.9369,0.3565,0.8979,0.267,0.8294,0.2146,0.7689,0.1591,0.7,0.1411,0.629,0.1381,0.556,0.1426,0.4725,0.1616,0.4005
NN,0.9999,0.9884,0.595,0.9134,0.7315,0.8589,0.7934,0.74,0.9214,0.657,0.9629,0.5515,0.9694,0.4335,0.9214,0.34,0.9579,0.2396,0.8974,0.1586,0.7475,0.1131,0.6675,0.0731,0.589,0.0836,0.493,0.0881,0.4035,0.1636,0.3315,0.2006,0.2515
NN,0.9999,0.0001,0.0001,0.5,0.5,0.7539,0.1076,0.8029,0.6645,0.0001,0.293,0.5,0.5,0.5,0.5,0.9999,0.3665,0.6825,0.1826,0.9854,0.0001,0.0001,0.0001,0.9999,0.2021,0.0001,0.0001,0.0001,0.0001,0.9999,0.0001,0.5,0.5
NN,0.9999,0.8704,0.525,0.8954,0.5125,0.8929,0.519,0.8309,0.5495,0.8389,0.656,0.8794,0.5365,0.8734,0.542,0.8534,0.4605,0.8179,0.5,0.8499,0.557,0.8409,0.561,0.8349,0.577,0.8209,0.568,0.8284,0.5875,0.7989,0.5735,0.7874,0.5755
NN,0.9999,0.9999,0.0001,0.5,0.5,0.8894,0.0036,0.9044,0.7754,0.2905,0.0256,0.5,0.5,0.5,0.5,0.8604,0.1141,0.8674,0.1986,0.5,0.5,0.592,0.0001,0.0001,0.0001,0.0001,0.0001,0.9999,0.0001,0.9999,0.0001,0.5,0.5
NN,0.9999,0.9784,0.4395,0.8164,0.4365,0.9819,0.409,0.9849,0.5425,0.9599,0.4945,0.9174,0.3765,0.9999,0.343,0.9964,0.394,0.9934,0.395,0.9999,0.364,0.9654,0.3025,0.9999,0.404,0.9439,0.342,0.9069,0.3815,0.9454,0.3405,0.8474,0.292
NN,0.9999,0.9724,0.2535,0.9999,0.4815,0.9944,0.0646,0.9504,0.8344,0.9999,0.4495,0.9999,0.4375,0.9999,0.425,0.9999,0.4115,0.9999,0.3975,0.9999,0.3825,0.9999,0.367,0.9999,0.3505,0.9999,0.3335,0.9999,0.3155,0.9999,0.2965,0.9999,0.2765
NN,0.9999,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8109,0.9999,0.5,0.5,0.5,0.5,0.683,0.1401,0.7804,0.0001,0.5,0.5,0.5,0.5,0.5,0.5,0.9999,0.555,0.5,0.5,0.5,0.5,0.5,0.5
NN,0.9999,0.9969,0.5025,0.9204,0.4435,0.9409,0.418,0.9954,0.4685,0.9824,0.4625,0.9259,0.515,0.9359,0.396,0.9694,0.435,0.9914,0.4555,0.9494,0.5005,0.9389,0.4705,0.9669,0.4005,0.9379,0.411,0.9714,0.417,0.9014,0.3715,0.8829,0.361
NN,0.9999,0.5505,0.554,0.5,0.5,0.5,0.5,0.7734,0.9119,0.6555,0.9999,0.5,0.5,0.5,0.5,0.686,0.0001,0.6655,0.0001,0.5,0.5,0.5,0.5,0.287,0.0001,0.9999,0.0001,0.7769,0.382,0.5,0.5,0.5,0.5
NN,0.9999,0.9999,0.2141,0.9959,0.1331,0.9474,0.0131,0.9999,0.321,0.9999,0.384,0.8144,0.0681,0.9999,0.2126,0.9999,0.1021,0.8839,0.0551,0.9829,0.0001,0.8504,0.1256,0.8094,0.1156,0.7689,0.1101,0.9049,0.0001,0.9999,0.0001,0.652,0.1196
NN,0.9999,0.8294,0.1856,0.5,0.5,0.5,0.5,0.8864,0.9999,0.9999,0.36,0.5,0.5,0.5,0.5,0.8104,0.3865,0.9204,0.0001,0.9999,0.0001,0.5,0.5,0.5,0.5,0.9999,0.0306,0.4355,0.0341,0.5,0.5,0.5,0.5
NN,0.9999,0.9314,0.5965,0.9044,0.7055,0.8359,0.7789,0.7729,0.8499,0.6835,0.9074,0.598,0.9284,0.4795,0.9314,0.414,0.8789,0.3295,0.8284,0.259,0.7804,0.1991,0.705,0.2041,0.6285,0.1851,0.544,0.2141,0.461,0.2256,0.4005,0.2855,0.34
NN,0.9999,0.71,0.1951,0.5,0.5,0.9999,0.0001,0.9499,0.9999,0.715,0.8199,0.5,0.5,0.5,0.5,0.8349,0.355,0.9199,0.0001,0.5,0.5,0.5,0.5,0.605,0.8399,0.9999,0.61,0.5,0.5,0.5,0.5,0.5,0.5
NN,0.9999,0.9569,0.9079,0.1351,0.9999,0.3025,0.7784,0.527,0.6485,0.407,0.449,0.484,0.455,0.507,0.483,0.5055,0.4975,0.5015,0.5005,0.5,0.5005,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
NN,0.9999,0.607,0.4525,0.6665,0.5355,0.595,0.595,0.619,0.5475,0.7025,0.512,0.655,0.476,0.655,0.476,0.643,0.4405,0.6665,0.524,0.655,0.5,0.607,0.4405,0.6785,0.476,0.6105,0.4885,0.595,0.5,0.585,0.49,0.5735,0.4905
NN,0.9999,0.9909,0.5,0.9429,0.5155,0.9309,0.523,0.8999,0.5,0.8454,0.5225,0.8964,0.542,0.8854,0.548,0.8134,0.6275,0.8409,0.5635,0.8534,0.563,0.8429,0.5675,0.8724,0.6135,0.8229,0.5755,0.8364,0.5135,0.8034,0.5825,0.7939,0.5855
NN,0.9999,0.6965,0.7619,0.1061,0.5565,0.417,0.1181,0.8334,0.506,0.9104,0.7025,0.1641,0.6535,0.326,0.1816,0.732,0.5775,0.7739,0.53,0.2411,0.725,0.2615,0.262,0.6605,0.8509,0.7599,0.694,0.7854,0.6965,0.2256,0.3505,0.627,0.2211
NN,0.9999,0.9344,0.4645,0.9999,0.4875,0.9999,0.4655,0.9389,0.501,0.9179,0.468,0.9999,0.4635,0.9999,0.4,0.9344,0.5265,0.9399,0.481,0.9999,0.4425,0.9999,0.4065,0.9219,0.518,0.9999,0.429,0.9109,0.4265,0.9999,0.422,0.9999,0.279
NN,0.9999,0.718,0.4365,0.7909,0.4275,0.591,0.1636,0.6725,0.482,0.6455,0.4725,0.6455,0.6455,0.682,0.291,0.6,0.491,0.682,0.5275,0.5635,0.7455,0.8089,0.582,0.6635,0.582,0.7055,0.465,0.6725,0.4725,0.5635,0.318,0.6455,0.3545
NN,0.9999,0.9999,0.0376,0.9999,0.8774,0.7455,0.4715,0.8114,0.5,0.9999,0.4995,0.7265,0.5375,0.8114,0.4715,0.9944,0.4995,0.7639,0.5,0.7639,0.5375,0.9759,0.4995,0.9999,0.8959,0.9609,0.4995,0.9714,0.0001,0.9999,0.717,0.717,0.4435
NN,0.9999,0.8689,0.9164,0.1191,0.381,0.6665,0.4285,0.726,0.4285,0.1636,0.564,0.6665,0.5,0.643,0.4645,0.309,0.7559,0.619,0.512,0.726,0.524,0.5835,0.369,0.2136,0.449,0.6245,0.2446,0.9999,0.5,0.1666,0.476,0.631,0.512
NN,0.9999,0.719,0.521,0.7914,0.448,0.698,0.5,0.6665,0.469,0.7395,0.5,0.646,0.552,0.7709,0.5105,0.719,0.3855,0.677,0.3855,0.6665,0.5415,0.625,0.594,0.698,0.406,0.72,0.4495,0.7085,0.4585,0.7914,0.344,0.6665,0.469
NN,0.9999,0.9999,0.9999,0.5,0.5,0.5,0.5,0.5,0.5,0.7385,0.0546,0.2426,0.7275,0.0226,0.643,0.8234,0.9999,0.5,0.5,0.5,0.5,0.8099,0.6015,0.0001,0.0001,0.9999,0.0001,0.9999,0.9999,0.5,0.5,0.5,0.5
NN,0.9999,0.9759,0.533,0.9679,0.565,0.9549,0.596,0.9244,0.25,0.9499,0.8064,0.8894,0.6715,0.8614,0.69,0.8304,0.704,0.9774,0.7994,0.7664,0.7205,0.734,0.7225,0.702,0.721,0.672,0.716,0.9514,0.9999,0.617,0.698,0.593,0.686
NN,0.9999,0.7989,0.7015,0.9139,0.9024,0.8799,0.8534,0.9199,0.445,0.9864,0.54,0.9789,0.0716,0.9599,0.9419,0.9774,0.474,0.9434,0.5905,0.9924,0.1521,0.9334,0.0711,0.643,0.3495,0.9999,0.5855,0.8149,0.7135,0.9389,0.9049,0.9099,0.8439
NN,0.9999,0.9794,0.5505,0.9999,0.4905,0.9914,0.513,0.9849,0.4535,0.9949,0.4865,0.9899,0.4845,0.9999,0.4735,0.9999,0.474,0.9689,0.508,0.9879,0.4535,0.9894,0.4735,0.9579,0.4215,0.9784,0.465,0.9549,0.5065,0.9999,0.446,0.9654,0.4655
NN,0.9999,0.5,0.5,0.3315,0.9269,0.5,0.5,0.8444,0.0001,0.9854,0.657,0.37,0.2041,0.349,0.8279,0.9709,0.582,0.5,0.5,0.5,0.5,0.41,0.0001,0.5,0.5,0.9999,0.0001,0.5,0.5,0.522,0.8094,0.5,0.5
NN,0.9999,0.9844,0.5045,0.9999,0.504,0.9934,0.496,0.9894,0.486,0.9989,0.4825,0.9999,0.4935,0.9999,0.487,0.9999,0.494,0.9924,0.5,0.9999,0.487,0.9999,0.4765,0.9799,0.4775,0.9959,0.4825,0.9849,0.4875,0.9999,0.4805,0.9919,0.4795
NN,0.9999,0.5,0.5,0.9944,0.3865,0.5945,0.473,0.5,0.5,0.9659,0.5365,0.9999,0.4,0.9999,0.535,0.9999,0.443,0.5,0.5,0.9999,0.3945,0.9999,0.292,0.5,0.5,0.9999,0.412,0.5,0.5,0.9999,0.3705,0.6445,0.4215
NN,0.9999,0.8204,0.507,0.6705,0.488,0.7639,0.5175,0.5975,0.561,0.7165,0.524,0.61,0.5245,0.6465,0.5,0.683,0.5,0.6585,0.5365,0.634,0.561,0.6185,0.529,0.61,0.549,0.5965,0.528,0.587,0.5275,0.5975,0.5,0.5855,0.5365
NN,0.9999,0.9999,0.9999,0.9999,0.0001,0.5,0.5,0.5,0.5,0.9999,0.9999,0.9999,0.0001,0.9999,0.9999,0.9999,0.0001,0.5,0.5,0.5,0.5,0.9999,0.361,0.5,0.5,0.9999,0.0001,0.9999,0.9999,0.9999,0.0001,0.5,0.5
NN,0.9999,0.6735,0.602,0.7345,0.6225,0.704,0.602,0.7345,0.7245,0.653,0.7959,0.561,0.7754,0.5,0.7549,0.4695,0.7754,0.398,0.7754,0.357,0.7245,0.357,0.6635,0.1941,0.612,0.267,0.5745,0.2041,0.592,0.3265,0.5,0.3675,0.3775
NN,0.9999,0.5,0.5,0.9999,0.0001,0.5,0.5,0.5,0.5,0.9999,0.9999,0.9999,0.3735,0.9999,0.6165,0.9999,0.0001,0.5,0.5,0.5,0.5,0.9999,0.9999,0.5,0.5,0.9999,0.0001,0.5,0.5,0.9999,0.0001,0.5,0.5
NN,0.9999,0.9484,0.691,0.9559,0.6875,0.8714,0.8379,0.728,0.8894,0.5955,0.9449,0.489,0.9299,0.397,0.9119,0.3125,0.8379,0.25,0.739,0.1326,0.691,0.0701,0.544,0.1286,0.4375,0.1606,0.3795,0.2246,0.287,0.2795,0.2466,0.3565,0.2171
NN,0.9999,0.6335,0.45,0.7664,0.5,0.6665,0.4335,0.6835,0.5585,0.7834,0.5085,0.8584,0.5415,0.8499,0.4665,0.7664,0.6,0.7085,0.4915,0.6585,0.6,0.8499,0.5,0.625,0.5665,0.731,0.527,0.7,0.5165,0.7335,0.5165,0.7085,0.475
NN,0.9999,0.3665,0.7,0.3635,0.561,0.411,0.478,0.531,0.4655,0.5225,0.513,0.4955,0.5135,0.492,0.499,0.4995,0.4955,0.5025,0.499,0.5005,0.501,0.4995,0.5005,0.4995,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
NN,0.9999,0.9999,0.311,0.8244,0.6485,0.8244,0.3785,0.9324,0.5945,0.9999,0.365,0.7569,0.5,0.8109,0.473,0.662,0.392,0.8589,0.4115,0.8109,0.527,0.8784,0.5675,0.6755,0.3515,0.8049,0.389,0.7924,0.385,0.8649,0.2026,0.7569,0.3785
NN,0.9999,0.9724,0.4825,0.0001,0.334,0.0001,0.492,0.9864,0.506,0.9669,0.49,0.0001,0.582,0.0001,0.498,0.9764,0.4825,0.9609,0.4865,0.0041,0.5585,0.0331,0.674,0.9784,0.498,0.9099,0.569,0.9509,0.467,0.0001,0.406,0.0001,0.328
NN,0.9999,0.9759,0.5115,0.9689,0.4935,0.9674,0.506,0.9834,0.4915,0.9844,0.5025,0.9784,0.4845,0.9764,0.498,0.9974,0.4865,0.9989,0.509,0.9679,0.475,0.9689,0.488,0.9854,0.4775,0.9809,0.492,0.9869,0.5095,0.9769,0.483,0.9789,0.504
NN,0.9999,0.9999,0.4725,0.9999,0.0001,0.75,0.4445,0.6805,0.389,0.9999,0.3715,0.5835,0.4445,0.9999,0.3265,0.9999,0.3055,0.9999,0.2855,0.5,0.375,0.9999,0.2486,0.9999,0.361,0.9999,0.2146,0.9999,0.361,0.9999,0.1841,0.9999,0.1706
NN,0.9999,0.655,0.4485,0.6205,0.4485,0.6035,0.4655,0.537,0.473,0.518,0.4815,0.5085,0.488,0.5035,0.4925,0.5015,0.4955,0.5005,0.4975,0.5,0.4985,0.5,0.499,0.5,0.4995,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
NN,0.9999,0.8134,0.461,0.8624,0.5,0.8039,0.461,0.8134,0.441,0.8429,0.441,0.8334,0.4315,0.8234,0.451,0.7744,0.441,0.7744,0.392,0.7939,0.402,0.8334,0.3825,0.7255,0.3725,0.7619,0.3765,0.7844,0.343,0.7155,0.392,0.7355,0.3625
NN,0.9999,0.625,0.5835,0.7335,0.6335,0.595,0.62,0.539,0.5995,0.5055,0.5745,0.488,0.551,0.4815,0.5315,0.481,0.5175,0.484,0.5075,0.4875,0.502,0.4915,0.4985,0.4945,0.4975,0.497,0.497,0.4985,0.4975,0.4995,0.498,0.5,0.4985
NN,0.9999,0.1721,0.578,0.531,0.5,0.5,0.531,0.8124,0.531,0.594,0.5,0.4845,0.547,0.531,0.5,0.578,0.422,0.719,0.3125,0.5,0.453,0.5,0.5,0.5155,0.2655,0.5155,0.5,0.1406,0.5155,0.4845,0.5,0.5,0.547
NN,0.9999,0.9999,0.4945,0.9999,0.4865,0.9999,0.4675,0.9754,0.492,0.9944,0.484,0.9944,0.543,0.9999,0.4675,0.9754,0.546,0.9889,0.4975,0.9999,0.5325,0.9999,0.5215,0.9889,0.546,0.9929,0.5065,0.9999,0.484,0.9999,0.5135,0.9999,0.465
NN,0.9999,0.9264,0.527,0.9999,0.5405,0.9999,0.9999,0.9574,0.496,0.9184,0.5195,0.9999,0.636,0.9999,0.9999,0.9069,0.5235,0.9534,0.558,0.9999,0.7534,0.9999,0.0001,0.9029,0.5195,0.9999,0.8579,0.9224,0.535,0.9999,0.9364,0.9999,0.9999
NN,0.9999,0.3975,0.644,0.615,0.55,0.641,0.659,0.661,0.675,0.6815,0.327,0.546,0.6375,0.4525,0.605,0.456,0.6175,0.329,0.657,0.26,0.46,0.6495,0.666,0.2101,0.38,0.661,0.3575,0.265,0.5925,0.3645,0.344,0.702,0.515
NN,0.9999,0.7999,0.5165,0.8164,0.5335,0.8499,0.5335,0.8499,0.5,0.8164,0.5,0.8999,0.5,0.8664,0.5,0.8499,0.55,0.8334,0.55,0.8664,0.4835,0.8834,0.5,0.8164,0.5665,0.8294,0.551,0.7999,0.5665,0.7999,0.5835,0.8164,0.5835
NN,0.9999,0.5295,0.496,0.5335,0.504,0.5,0.4945,0.503,0.4805,0.5085,0.4625,0.497,0.5265,0.532,0.483,0.5,0.5475,0.468,0.5375,0.4765,0.5125,0.514,0.497,0.504,0.503,0.5515,0.496,0.5155,0.4985,0.5225,0.5,0.5235,0.483
NN,0.9999,0.9734,0.6435,0.8629,0.8359,0.738,0.9124,0.5065,0.9454,0.3755,0.9224,0.262,0.7804,0.1206,0.7085,0.1676,0.536,0.1731,0.4025,0.2376,0.28,0.3455,0.2246,0.4795,0.1761,0.5805,0.2181,0.684,0.2905,0.7305,0.3875,0.7519,0.47
NN,0.9999,0.5275,0.507,0.487,0.523,0.507,0.523,0.461,0.5045,0.5085,0.467,0.4815,0.5215,0.4585,0.477,0.4525,0.54,0.48,0.526,0.51,0.5115,0.4815,0.4945,0.516,0.4955,0.5045,0.5085,0.513,0.5055,0.513,0.5055,0.477,0.497
NN,0.9999,0.8619,0.4945,0.8984,0.5055,0.8999,0.501,0.8949,0.5055,0.8919,0.495,0.9169,0.5165,0.9254,0.5085,0.9004,0.496,0.8954,0.485,0.8799,0.517,0.8739,0.5275,0.8629,0.4925,0.8899,0.503,0.8704,0.475,0.9149,0.515,0.8949,0.504
NN,0.9999,0.5195,0.513,0.502,0.5,0.51,0.49,0.5105,0.475,0.476,0.4935,0.507,0.4885,0.5,0.4835,0.4765,0.4855,0.4915,0.518,0.5105,0.502,0.5255,0.4885,0.5255,0.5095,0.52,0.508,0.51,0.5035,0.487,0.4905,0.493,0.51
NN,0.9999,0.7355,0.614,0.7115,0.668,0.6285,0.738,0.5095,0.7475,0.4895,0.7699,0.3295,0.656,0.2935,0.6625,0.2421,0.5345,0.25,0.442,0.426,0.427,0.426,0.3095,0.3835,0.5015,0.518,0.3415,0.5795,0.3915,0.6245,0.3785,0.6335,0.521
NN,0.9999,0.5435,0.5035,0.57,0.4795,0.5525,0.459,0.563,0.469,0.6165,0.4945,0.562,0.539,0.573,0.4325,0.6455,0.476,0.595,0.5365,0.5585,0.5,0.556,0.499,0.5755,0.4485,0.5425,0.507,0.556,0.467,0.548,0.4635,0.5585,0.4655
NN,0.9999,0.9714,0.693,0.7415,0.8224,0.608,0.8874,0.2206,0.8244,0.1316,0.71,0.1196,0.5,0.1866,0.3445,0.308,0.1891,0.436,0.1536,0.7495,0.1821,0.8574,0.3115,0.8694,0.4725,0.8004,0.652,0.7275,0.8024,0.5135,0.7724,0.392,0.7524
NN,0.9999,0.51,0.5035,0.5205,0.496,0.5105,0.5055,0.5055,0.522,0.5015,0.5005,0.51,0.4845,0.49,0.5305,0.4795,0.5135,0.488,0.498,0.522,0.4875,0.509,0.5,0.5,0.4935,0.509,0.4945,0.503,0.492,0.4915,0.488,0.5035,0.5
NN,0.9999,0.9284,0.5005,0.9094,0.4715,0.8874,0.479,0.9214,0.545,0.9314,0.5595,0.9404,0.4695,0.8914,0.5175,0.9184,0.466,0.9179,0.429,0.9404,0.506,0.9524,0.511,0.8984,0.4905,0.9119,0.4815,0.9404,0.468,0.8694,0.4905,0.8954,0.454
NN,0.9999,0.9999,0.0001,0.9999,0.9999,0.0001,0.9999,0.9999,0.0001,0.9999,0.0001,0.0001,0.0001,0.0001,0.9999,0.9999,0.9999,0.9999,0.9999,0.0001,0.9999,0.9999,0.0001,0.9999,0.0001,0.9999,0.9999,0.9999,0.9999,0.0001,0.9999,0.0001,0.9999
NN,0.9999,0.9259,0.6965,0.6945,0.8819,0.5445,0.9944,0.287,0.9434,0.1191,0.75,0.0346,0.554,0.0706,0.345,0.1701,0.2236,0.4035,0.0696,0.642,0.0976,0.8229,0.324,0.8889,0.3835,0.8584,0.6065,0.689,0.7914,0.5985,0.8314,0.444,0.8244
NN,0.9999,0.9999,0.9999,0.9999,0.7559,0.8124,0.0001,0.9999,0.9999,0.5125,0.5155,0.9999,0.9999,0.5,0.5,0.9999,0.0001,0.9999,0.9999,0.9999,0.9999,0.656,0.9999,0.9999,0.9999,0.9999,0.9999,0.9999,0.9999,0.0281,0.9999,0.5,0.5
NN,0.9999,0.9999,0.7744,0.8134,0.9999,0.51,0.9999,0.255,0.9609,0.0881,0.7939,0.0001,0.559,0.0196,0.3335,0.1766,0.1571,0.3825,0.0686,0.6765,0.0001,0.8724,0.1376,0.9609,0.392,0.9644,0.6095,0.8624,0.7844,0.6175,0.9509,0.441,0.9509
NN,0.9999,0.5,0.5,0.0001,0.0001,0.0001,0.9999,0.5,0.5,0.0001,0.9999,0.9999,0.9999,0.9999,0.0001,0.5,0.5,0.5,0.5,0.0001,0.0001,0.0001,0.9999,0.9999,0.719,0.9999,0.0001,0.5,0.5,0.0001,0.0001,0.0001,0.9999
NN,0.9999,0.722,0.722,0.7684,0.9539,0.389,0.9999,0.3335,0.9444,0.0001,0.6665,0.0001,0.4445,0.0001,0.389,0.1666,0.1111,0.7779,0.0001,0.389,0.1111,0.8889,0.389,0.6665,0.5,0.9604,0.725,0.7874,0.9219,0.611,0.9999,0.2221,0.9999
NN,0.0001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9999,0.5,0.5,0.5,0.5,0.5,0.5,0.5
NN,0.9999,0.9999,0.5,0.9999,0.5,0.75,0.75,0.8749,0.5,0.9559,0.5605,0.9454,0.571,0.9344,0.581,0.8749,0.625,0.8749,0.75,0.8749,0.5,0.9999,0.375,0.75,0.75,0.8694,0.632,0.8749,0.625,0.8479,0.6455,0.8374,0.6515
NN,0.0001,0.0001,0.9999,0.9999,0.9999,0.5,0.5,0.9999,0.0001,0.9999,0.0001,0.9999,0.0001,0.0001,0.0001,0.5,0.5,0.0001,0.0001,0.5,0.5,0.5,0.5,0.0001,0.0001,0.9999,0.0001,0.9999,0.9999,0.0001,0.0001,0.5,0.5
NN,0.9999,0.9999,0.5,0.9999,0.5,0.8334,0.5555,0.9999,0.4445,0.9444,0.4445,0.9999,0.389,0.8889,0.5,0.8889,0.5,0.9999,0.4445,0.8889,0.4445,0.8334,0.4445,0.8334,0.5,0.9514,0.473,0.9999,0.5555,0.9444,0.4445,0.9999,0.5
NN,0.9999,0.9999,0.559,0.9999,0.6175,0.9999,0.706,0.9999,0.5295,0.9999,0.6175,0.9999,0.559,0.9999,0.7355,0.9999,0.4705,0.9999,0.441,0.9999,0.6765,0.9999,0.706,0.9999,0.441,0.9999,0.601,0.9999,0.5295,0.9999,0.6765,0.9999,0.6175
NN,0.9999,0.5,0.5,0.0001,0.1861,0.9999,0.7554,0.54,0.383,0.0001,0.319,0.564,0.2051,0.9999,0.0001,0.5,0.5,0.9149,0.46,0.375,0.9999,0.585,0.1466,0.5,0.5,0.4045,0.266,0.3885,0.2555,0.8724,0.9519,0.1621,0.7285
NN,0.9999,0.9584,0.646,0.9164,0.4165,0.8539,0.625,0.9374,0.4585,0.9584,0.521,0.9164,0.5625,0.8539,0.5,0.9374,0.521,0.9999,0.5415,0.8334,0.4585,0.8749,0.5835,0.9164,0.4375,0.9189,0.5275,0.9999,0.604,0.8539,0.5,0.8539,0.521
NN,0.9999,0.593,0.4165,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5575,0.4045,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4745,0.467,0.5395,0.545,0.5865,0.4455,0.5625,0.548,0.513,0.476,0.584,0.598
NN,0.9999,0.9999,0.459,0.9999,0.4435,0.9959,0.351,0.9999,0.3345,0.9834,0.3285,0.9289,0.2635,0.9594,0.259,0.8654,0.1741,0.8404,0.1826,0.9119,0.1086,0.7939,0.1261,0.8349,0.0186,0.744,0.0716,0.6895,0.0806,0.6205,0.0561,0.646,0.0521
NN,0.9999,0.9999,0.9999,0.0001,0.9999,0.0001,0.0876,0.673,0.6055,0.7305,0.535,0.614,0.5285,0.6755,0.673,0.8639,0.4805,0.614,0.7654,0.5,0.5,0.351,0.419,0.9999,0.1666,0.9999,0.0001,0.9999,0.377,0.6755,0.601,0.9144,0.5395
NN,0.9999,0.9999,0.6205,0.9989,0.502,0.9009,0.3495,0.9494,0.3825,0.8529,0.3795,0.8694,0.3475,0.8574,0.3195,0.736,0.1941,0.7025,0.2246,0.8049,0.3035,0.7659,0.3365,0.62,0.2396,0.646,0.258,0.564,0.3045,0.5785,0.2436,0.592,0.267
NN,0.9999,0.9609,0.403,0.9819,0.4115,0.9349,0.387,0.9084,0.3645,0.8964,0.3555,0.8514,0.252,0.8164,0.25,0.6865,0.1466,0.6355,0.1396,0.7025,0.2291,0.6675,0.2016,0.574,0.1821,0.5465,0.2021,0.464,0.2256,0.491,0.2296,0.4625,0.2605
NN,0.9999,0.0001,0.0001,0.2466,0.9999,0.9999,0.0001,0.9999,0.7689,0.5,0.5,0.62,0.0001,0.9999,0.9999,0.5,0.5,0.9999,0.9999,0.9999,0.9999,0.5,0.5,0.1426,0.9999,0.6665,0.0001,0.9999,0.0001,0.8489,0.0001,0.738,0.9999
NN,0.9999,0.9209,0.7175,0.75,0.8809,0.5495,0.9674,0.311,0.9409,0.1381,0.8059,0.0306,0.597,0.0666,0.3725,0.1856,0.1721,0.3745,0.0716,0.581,0.0676,0.7574,0.1656,0.8744,0.3555,0.8894,0.5395,0.8204,0.714,0.657,0.8119,0.498,0.8469
NN,0.9999,0.9999,0.9999,0.5,0.5,0.9999,0.0001,0.0001,0.0001,0.9999,0.9999,0.9999,0.0001,0.5,0.5,0.9999,0.0001,0.9999,0.9999,0.5,0.5,0.9999,0.0001,0.0001,0.0001,0.9999,0.9999,0.0001,0.9999,0.0001,0.9999,0.5,0.5
NN,0.9999,0.9999,0.8174,0.9999,0.9999,0.8854,0.9999,0.3335,0.9999,0.0001,0.9999,0.5,0.9999,0.0001,0.9999,0.0001,0.5,0.0001,0.1666,0.0001,0.0376,0.0001,0.3335,0.3335,0.0001,0.596,0.0001,0.9999,0.0001,0.5,0.0001,0.9999,0.1666
NN,0.0001,0.0001,0.9999,0.0001,0.0001,0.5,0.5,0.0001,0.9999,0.9999,0.0001,0.0001,0.0001,0.0001,0.9999,0.5,0.5,0.0001,0.0001,0.0001,0.9999,0.5,0.5,0.9999,0.0001,0.9999,0.9999,0.9999,0.0001,0.9999,0.9999,0.5,0.5
NN,0.9999,0.9999,0.534,0.9999,0.571,0.9999,0.6105,0.9999,0.4375,0.9999,0.6975,0.9999,0.745,0.9999,0.7949,0.3125,0.9999,0.9999,0.5,0.9999,0.9599,0.9999,0.9999,0.9999,0.9999,0.9999,0.9999,0.9999,0.625,0.9999,0.9999,0.9999,0.9999
NN,0.0001,0.0001,0.0001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9999,0.0001,0.5,0.5,0.0001,0.0001,0.5,0.5,0.9999,0.9999,0.9999,0.0001,0.9999,0.0001,0.5,0.5,0.5,0.5,0.5,0.5
NN,0.9999,0.8244,0.4605,0.7914,0.428,0.4345,0.393,0.649,0.522,0.6905,0.3685,0.6445,0.34,0.5175,0.4055,0.6015,0.353,0.576,0.3545,0.5475,0.3425,0.533,0.366,0.515,0.3745,0.5,0.384,0.487,0.3945,0.4765,0.405,0.5065,0.364
NN,0.9999,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9999,0.3335,0.5835,0.63,0.5,0.5,0.5,0.5,0.5,0.5,0.401,0.3905,0.4165,0.9529,0.0001,0.75,0.521,0.8749,0.3855,0.0001,0.4375,0.3645,0.401,0.0311
NN,0.9999,0.9999,0.5255,0.9969,0.5505,0.9804,0.574,0.9774,0.3675,0.8299,0.7734,0.9019,0.6265,0.8689,0.637,0.8339,0.6435,0.7979,0.6465,0.7624,0.646,0.728,0.6425,0.695,0.636,0.6645,0.628,0.637,0.618,0.612,0.607,0.5905,0.5955
NN,0.9999,0.9999,0.4525,0.0001,0.0001,0.0001,0.0001,0.9999,0.6585,0.9064,0.8809,0.0001,0.0001,0.0001,0.9999,0.737,0.9999,0.9999,0.9999,0.8439,0.0001,0.0001,0.0001,0.9144,0.6825,0.9999,0.9999,0.9999,0.7539,0.0001,0.3375,0.0001,0.8639
