Target,0,1,2,3,4,5,6,7,8,9,10,11
1813,10,23,28,13,26,23,15,7,17,14,18,21
1814,10,23,28,13,26,23,15,7,17,14,17,21
1815,10,23,28,13,26,23,15,7,17,14,17,21
1816,10,23,28,13,26,23,16,7,17,14,17,21
1817,10,23,28,13,26,23,16,7,17,14,17,21
1818,10,23,28,13,26,23,15,7,17,14,17,21
1819,10,23,28,13,26,23,15,7,17,14,17,21
1820,10,23,28,12,26,23,15,7,17,14,17,21
1821,10,24,29,12,26,22,15,7,17,14,17,21
1822,10,24,29,12,26,22,16,7,16,14,17,21
1823,10,23,29,12,26,22,16,7,16,14,17,21
1824,10,24,29,12,26,22,16,7,16,14,17,21
1825,11,24,29,12,26,22,16,7,16,14,17,21
1826,11,24,29,12,26,21,16,7,16,14,17,21
1827,11,24,29,12,26,21,16,6,16,14,17,21
1828,11,24,29,12,26,21,16,6,16,14,17,21
1829,11,24,30,12,26,21,16,6,16,14,17,21
1830,11,24,30,12,26,21,16,6,16,14,17,21
1831,11,24,30,12,26,21,16,6,16,14,17,21
1832,11,24,30,13,26,21,16,6,16,14,17,21
1833,11,24,30,13,26,21,16,5,17,14,17,21
1834,11,24,30,13,26,21,16,6,17,14,17,21
1835,11,24,30,14,26,21,16,6,17,14,17,21
1836,11,24,30,14,26,21,15,6,17,14,17,21
1837,11,24,30,14,26,21,15,6,17,14,18,21
1838,11,24,30,14,26,21,15,6,17,14,18,21
1839,11,23,30,14,26,21,15,6,17,14,18,21
1840,11,23,30,15,26,21,15,6,17,14,18,21
1841,11,23,29,15,26,21,15,6,17,14,18,21
1842,11,23,29,15,26,22,16,6,17,14,18,21
1843,11,23,29,15,26,22,16,6,17,14,18,21
1844,11,23,29,14,26,22,15,6,17,14,18,21
1845,10,23,29,14,26,22,16,7,17,14,18,21
1846,10,23,29,14,26,22,16,7,17,14,18,21
1847,10,23,29,14,27,22,16,7,17,14,18,21
1848,10,23,29,14,27,22,16,7,17,14,18,21
1849,10,23,29,14,27,23,16,7,17,14,18,21
1850,10,23,29,14,27,23,16,7,17,14,18,21
1851,10,23,29,14,27,23,16,7,17,14,18,21
1852,10,23,29,14,27,23,16,7,17,14,18,21
1853,10,23,29,13,27,23,16,7,17,14,18,21
1854,10,23,29,13,27,23,16,7,17,14,18,21
1855,10,23,29,13,26,23,16,7,17,14,18,21
1856,10,23,28,13,27,23,16,7,17,14,17,21
1857,10,23,29,13,26,23,16,7,17,14,17,21
1858,10,23,29,13,26,23,16,7,17,14,17,21
1859,10,23,29,13,26,23,16,7,17,14,17,21
1860,10,24,29,13,26,23,16,7,16,14,17,21
1861,10,24,29,13,26,23,16,7,16,14,17,21
1862,10,24,29,13,26,23,16,7,16,14,17,21
1863,10,24,29,12,26,23,16,7,17,14,17,20
1864,10,24,29,12,26,23,16,7,17,14,17,20
1865,10,24,29,13,26,23,16,7,17,14,17,20
1866,10,24,29,13,26,23,16,7,17,14,17,20
1867,10,24,29,13,26,23,16,7,17,14,17,20
1868,10,24,29,13,26,23,16,7,17,14,17,20
1869,10,24,29,13,26,23,16,7,17,14,17,20
1870,10,24,29,13,26,23,16,7,17,14,18,20
1871,10,24,29,13,26,23,16,7,17,14,18,20
1872,6,25,24,16,16,9,16,14,16,16,14,17
1873,6,25,24,16,16,9,16,14,16,16,14,17
1874,6,25,24,16,16,9,16,14,16,16,14,17
1875,6,25,24,16,16,9,16,14,16,17,14,17
1876,6,24,24,16,16,9,16,14,16,16,15,17
1877,6,25,24,16,16,9,16,14,17,16,15,17
1878,6,25,24,15,16,9,17,14,17,16,15,16
1879,6,24,24,15,16,9,17,14,17,16,15,16
1880,6,24,25,15,17,9,17,14,17,16,15,16
1881,6,24,25,15,17,9,17,14,17,16,15,16
1882,6,25,25,15,17,10,17,14,17,16,15,16
1883,6,24,25,15,17,10,17,14,17,16,16,16
1884,6,24,25,15,17,10,18,14,17,16,16,16
1885,6,24,25,14,17,9,18,13,17,16,16,16
1886,7,24,24,14,18,8,18,10,17,17,16,16
1887,7,23,24,14,18,8,18,9,17,17,16,16
1888,7,20,23,15,17,10,19,10,17,17,15,17
1889,8,16,22,15,17,12,19,10,17,17,16,18
1890,9,15,23,15,17,14,17,11,16,17,18,17
1891,10,14,20,14,18,14,15,13,18,16,20,17
1892,9,15,20,14,18,10,14,12,17,16,22,16
1893,8,16,21,14,18,9,13,12,17,16,22,16
1894,7,18,21,14,18,8,14,12,17,16,22,16
1895,7,20,22,14,17,8,14,12,17,16,21,16
1896,7,21,22,14,17,7,14,13,17,16,21,16
1897,6,23,23,15,17,8,15,13,17,15,20,16
1898,6,23,23,15,17,8,15,13,16,16,20,16
1899,6,24,24,15,17,8,15,13,16,15,20,16
1900,6,25,24,15,17,8,15,13,16,15,19,16
1901,6,25,24,15,17,8,15,13,16,15,19,16
1902,6,25,24,15,16,8,16,13,16,16,19,16
1903,6,25,24,15,16,8,16,13,16,16,19,16
1904,6,25,24,15,16,8,16,13,16,16,19,16
1905,6,26,24,15,16,8,16,13,17,16,19,16
1906,6,25,24,15,16,8,16,14,17,16,19,17
1907,6,25,24,15,16,9,16,14,17,16,19,17
1908,6,25,24,15,16,8,16,14,17,16,19,17
1909,6,25,24,15,16,9,16,14,17,16,19,17
1910,6,25,24,15,16,9,16,14,17,16,19,17
1911,6,24,23,14,16,8,17,14,17,16,20,17
1912,6,24,23,15,17,8,17,14,17,16,20,16
1913,6,24,23,15,17,8,17,14,17,16,20,17
1914,6,24,22,14,17,8,17,14,18,16,20,16
1915,6,24,22,14,16,8,17,14,18,16,20,17
1916,6,24,22,14,16,8,17,14,18,16,20,17
1917,6,23,22,14,16,8,18,14,18,16,20,17
1918,6,23,21,14,16,8,18,14,18,16,20,17
1919,6,23,21,14,16,8,18,13,18,17,20,18
1920,7,23,20,13,16,8,18,12,18,17,21,18
1921,7,22,19,13,17,7,19,10,18,17,21,18
1922,8,21,17,12,17,7,19,8,18,18,21,19
1923,8,19,15,11,16,8,20,9,19,18,22,21
1924,9,16,13,12,15,9,20,8,18,19,21,23
1925,11,13,11,13,14,11,20,7,18,20,20,24
1926,13,11,9,15,14,13,18,7,17,21,19,26
1927,14,11,8,14,14,13,15,7,18,21,20,25
1928,11,12,10,15,15,11,13,9,16,20,17,24
1929,9,15,12,15,16,9,12,9,16,18,16,21
1930,8,16,14,15,16,8,13,10,16,17,16,20
1931,7,18,15,16,16,7,13,11,16,17,16,19
1932,7,20,16,16,16,7,13,11,16,16,15,18
1933,7,21,18,16,16,7,14,12,16,16,15,17
1934,6,22,19,16,17,8,14,12,16,16,15,17
1935,6,23,20,16,16,8,15,12,16,16,15,17
1936,6,23,20,16,16,8,15,12,16,16,15,17
1937,6,24,21,16,16,8,15,13,16,16,15,17
1938,6,24,22,16,16,8,15,13,16,16,15,17
1939,6,25,22,16,16,8,15,13,16,16,15,17
1940,6,25,23,16,16,8,15,13,16,16,15,17
1941,6,25,23,16,16,8,16,13,16,16,14,17
1942,6,25,23,16,16,8,16,13,16,16,14,17
1943,6,25,23,16,16,8,16,14,16,16,14,17
1944,9,25,13,16,18,9,17,11,15,17,17,17
1945,8,25,13,16,18,10,17,11,15,17,16,16
1946,9,25,13,16,18,9,17,11,15,17,16,16
1947,10,25,12,16,18,9,18,11,15,17,16,16
1948,10,25,12,16,18,9,18,12,15,17,16,16
1949,10,24,11,15,18,9,18,12,15,17,16,16
1950,11,25,11,15,18,8,18,13,15,17,16,16
1951,11,24,10,15,18,9,19,13,14,17,16,16
1952,11,24,10,15,18,9,19,13,15,17,16,16
1953,11,24,10,14,18,9,19,12,15,17,17,16
1954,11,24,11,14,18,10,19,12,15,16,18,16
1955,11,24,11,14,18,10,19,11,15,16,19,16
1956,10,25,11,14,18,10,19,11,16,16,19,16
1957,9,25,12,14,17,11,19,11,16,16,19,16
1958,9,25,12,14,17,11,18,11,16,16,19,16
1959,9,25,12,14,17,11,18,10,16,16,18,16
1960,10,25,11,14,17,11,18,10,16,16,18,16
1961,11,24,11,14,18,11,18,10,16,16,18,16
1962,11,24,10,13,18,11,18,10,16,16,19,15
1963,11,24,10,13,18,11,17,10,16,16,21,16
1964,11,24,10,12,18,11,17,10,17,16,22,16
1965,11,24,10,12,18,11,17,10,17,16,21,16
1966,11,24,10,13,17,11,16,10,17,17,21,17
1967,11,24,10,13,17,10,16,10,17,17,21,17
1968,11,24,10,12,17,10,16,10,17,17,21,18
1969,11,24,10,12,16,10,16,10,17,17,22,18
1970,9,25,11,12,17,11,16,11,17,17,22,18
1971,8,25,12,12,16,11,16,12,17,17,21,18
1972,7,26,13,12,17,11,16,12,17,17,22,17
1973,7,26,14,12,16,12,16,13,17,17,22,18
1974,6,26,15,12,17,12,15,14,17,17,22,18
1975,6,26,14,12,17,12,15,14,17,17,22,18
1976,6,26,15,12,17,12,15,13,17,17,22,18
1977,6,26,15,12,17,12,15,13,17,17,21,18
1978,6,26,15,12,16,12,15,13,17,17,21,18
1979,6,27,16,13,16,12,15,13,17,17,20,18
1980,6,27,16,13,16,12,15,13,17,17,20,18
1981,6,27,16,13,17,12,15,13,17,17,19,17
1982,6,27,16,13,17,12,15,14,17,17,19,18
1983,6,26,15,14,17,12,14,14,16,17,18,17
1984,6,26,15,14,17,13,14,14,16,17,18,17
1985,6,26,15,14,17,12,14,14,16,17,18,17
1986,6,26,15,14,17,12,14,14,16,17,18,17
1987,6,26,15,13,17,13,14,15,16,17,18,17
1988,6,26,15,13,17,12,14,15,16,17,18,17
1989,6,26,15,13,17,13,14,15,16,17,18,17
1990,7,26,15,13,18,12,14,15,16,17,18,17
1991,7,26,15,14,18,12,14,14,16,17,17,17
1992,7,26,15,14,18,12,15,14,16,17,17,17
1993,7,26,15,14,18,12,15,14,16,17,18,17
1994,7,26,15,14,18,12,15,14,16,17,18,17
1995,7,26,16,13,18,12,16,14,16,17,18,17
1996,7,26,15,13,18,12,16,14,16,17,19,17
1997,7,26,15,13,18,12,16,14,17,17,20,17
1998,7,26,15,13,18,12,16,14,17,17,20,17
1999,7,26,15,13,18,12,17,13,17,17,20,17
2000,7,26,15,13,18,12,17,13,17,17,21,17
2001,6,26,15,13,17,12,17,13,17,17,21,17
2002,6,26,16,13,17,12,17,13,17,17,21,17
2003,6,27,16,13,17,12,17,12,17,17,21,17
2004,6,27,16,14,17,12,17,12,17,17,21,16
2005,6,26,15,14,17,12,17,12,17,17,21,17
2006,7,26,14,14,17,11,18,12,17,17,21,17
2007,7,25,14,14,17,11,18,12,17,17,21,16
2008,7,25,13,15,18,11,18,11,17,17,20,16
2009,7,25,13,15,18,11,18,11,16,17,19,16
2010,7,25,13,16,18,11,18,11,16,17,18,16
2011,7,25,13,16,18,11,18,11,16,17,18,16
2012,7,25,13,16,18,10,17,11,16,17,18,16
2013,7,25,14,16,18,10,17,11,16,16,17,16
2014,7,25,13,16,18,10,17,11,16,17,17,16
2015,8,25,13,16,18,10,17,11,15,17,17,16
2016,8,24,31,13,19,10,17,12,17,15,17,21
2017,9,24,31,13,19,9,17,12,17,16,17,21
2018,9,23,31,13,19,10,17,13,17,16,17,21
2019,8,24,31,13,19,10,17,13,17,16,17,21
2020,9,23,31,13,19,9,17,13,17,16,17,21
2021,9,23,31,13,19,9,17,13,17,16,17,21
2022,9,23,31,13,19,9,17,13,17,16,17,21
2023,9,23,31,13,19,9,18,13,17,16,17,21
2024,9,24,31,13,18,9,18,13,17,16,17,21
2025,8,24,31,13,18,9,18,13,17,16,17,21
2026,9,24,31,13,18,8,18,12,17,16,17,21
2027,8,24,31,14,18,9,18,12,16,16,17,21
2028,8,24,31,14,19,9,18,12,16,16,17,21
2029,8,24,31,14,19,9,18,12,16,16,17,21
2030,8,24,31,14,19,9,18,12,16,16,17,21
2031,8,24,31,14,19,9,18,12,17,16,17,21
2032,8,24,31,14,19,9,18,12,16,16,17,21
2033,9,24,31,14,19,9,18,12,16,16,17,21
2034,8,24,31,14,19,9,18,12,16,16,17,21
2035,8,24,31,14,19,9,18,12,16,16,17,21
2036,9,24,31,14,19,8,18,12,16,16,17,21
2037,9,24,31,14,20,8,17,12,16,16,17,21
2038,9,24,31,14,20,8,17,12,16,15,17,21
2039,9,23,31,14,20,8,17,11,16,15,17,21
2040,10,23,32,14,21,8,17,12,16,15,17,21
2041,10,23,32,13,21,8,17,11,16,15,17,21
2042,10,23,32,13,22,8,17,11,16,15,17,21
2043,10,23,32,13,22,8,18,11,16,15,17,21
2044,10,23,32,13,22,8,18,11,16,15,17,21
2045,10,23,32,13,21,8,18,11,16,15,17,21
2046,10,23,32,13,20,8,18,12,16,15,17,21
2047,9,24,32,13,20,8,18,12,16,15,17,21
2048,9,24,32,13,19,8,18,12,16,15,17,20
2049,9,24,32,13,19,8,19,13,16,15,16,20
2050,9,24,32,13,18,8,19,13,16,15,16,20
2051,9,24,32,13,18,9,19,13,16,15,16,20
2052,9,24,32,12,18,9,19,13,16,15,16,20
2053,9,24,32,13,18,9,19,12,16,15,16,20
2054,10,24,33,12,18,9,19,12,16,14,16,20
2055,9,24,33,12,17,9,19,12,15,14,16,19
2056,9,25,33,12,17,9,19,12,15,14,16,19
2057,9,25,33,12,17,9,19,12,15,14,16,19
2058,9,25,33,12,17,9,19,12,16,14,16,19
2059,9,25,33,13,17,9,19,11,16,14,16,19
2060,10,25,33,13,17,9,19,11,16,14,16,19
2061,9,25,33,13,17,9,19,11,16,14,16,19
2062,9,25,33,13,17,10,18,11,16,14,16,19
2063,9,25,33,13,17,10,18,11,16,14,16,19
2064,9,25,33,13,17,10,18,11,16,15,17,19
2065,9,25,33,14,17,10,18,11,16,14,17,19
2066,9,25,33,14,17,10,18,11,16,15,17,19
2067,9,24,33,14,17,10,18,11,17,15,17,19
2068,10,24,33,14,17,10,17,11,17,15,18,19
2069,10,24,33,14,17,10,17,11,17,15,18,19
2070,9,24,33,14,18,10,17,11,17,15,18,19
2071,9,24,33,14,18,10,17,12,17,15,18,20
2072,9,24,33,14,18,10,17,12,17,15,18,20
2073,9,24,33,14,18,10,17,12,17,15,18,20
2074,9,24,32,14,18,10,17,12,17,15,18,20
2075,9,23,32,14,19,9,17,12,17,15,17,20
2076,10,23,32,14,20,10,17,12,17,15,17,20
2077,10,23,32,14,21,9,17,11,17,15,17,21
2078,11,23,33,14,22,9,17,11,17,15,17,21
2079,10,23,32,14,22,8,18,11,17,15,17,21
2080,10,23,32,14,21,9,18,12,17,15,17,21
2081,10,23,32,14,21,9,18,12,17,15,17,21
2082,9,23,32,14,20,9,18,12,17,15,17,21
2083,9,23,32,14,19,9,18,13,17,15,17,21
2084,9,23,32,13,19,9,18,12,17,15,17,21
2085,9,23,32,14,19,10,18,12,17,15,17,21
2086,8,24,32,14,19,10,18,13,17,15,17,21
2087,8,24,32,14,19,10,18,12,17,15,17,21
2088,9,24,37,12,18,9,16,5,17,17,16,14
2089,9,24,37,12,18,9,16,5,17,17,16,14
2090,9,24,37,11,18,9,16,5,17,17,15,14
2091,9,24,37,12,18,10,16,5,17,17,16,14
2092,9,24,37,12,17,10,16,5,17,17,16,14
2093,9,24,37,12,17,10,16,5,17,17,16,14
2094,9,24,37,12,17,10,16,5,17,17,16,14
2095,9,24,36,13,17,10,16,5,17,17,16,14
2096,9,24,37,12,17,10,16,5,17,17,16,14
2097,9,24,36,12,17,10,16,5,17,17,16,14
2098,9,24,36,13,17,10,16,5,17,18,16,14
2099,9,24,36,13,17,10,16,4,17,18,16,14
2100,9,24,36,13,17,10,16,5,17,17,16,15
2101,9,24,36,13,17,10,16,5,17,18,16,15
2102,9,24,36,13,17,10,16,5,17,18,16,15
2103,9,24,36,13,17,10,16,5,17,18,16,15
2104,9,24,36,13,17,10,16,5,17,18,16,15
2105,9,24,36,13,17,10,16,5,17,18,16,15
2106,9,24,36,13,17,10,16,5,17,18,15,15
2107,9,24,36,13,17,10,16,5,17,18,15,15
2108,9,24,36,14,17,10,16,5,17,18,15,15
2109,9,24,36,13,17,10,16,5,17,18,15,14
2110,9,24,36,14,17,10,16,5,17,18,15,14
2111,9,24,36,13,17,10,16,5,17,18,15,14
2112,9,24,36,14,17,10,16,5,17,18,15,14
2113,9,24,37,14,18,10,16,5,17,18,15,14
2114,9,24,37,14,18,9,16,5,17,18,15,14
2115,9,24,37,14,18,9,16,5,17,17,15,14
2116,9,24,37,14,18,9,16,5,17,18,15,14
2117,9,24,37,14,18,9,16,5,17,18,15,14
2118,9,24,37,14,18,9,16,5,17,17,15,14
2119,9,24,37,14,18,9,16,5,17,17,15,14
2120,9,24,37,13,18,9,16,5,17,17,15,14
2121,9,24,37,13,18,9,16,5,17,17,15,14
2122,9,24,37,13,18,9,16,5,17,17,15,14
2123,9,24,37,13,18,9,17,5,17,17,15,14
2124,9,24,37,13,18,9,17,5,17,17,16,14
2125,9,24,37,13,18,9,17,5,17,17,16,14
2126,9,24,37,13,18,9,17,5,17,17,16,14
2127,9,24,37,13,18,9,17,5,17,17,16,14
2128,9,24,37,13,18,9,17,5,17,17,16,14
2129,9,24,37,13,18,9,17,5,17,17,16,14
2130,9,24,37,13,18,9,17,5,17,17,16,14
2131,9,24,37,13,18,9,18,5,17,17,16,14
2132,9,25,37,13,17,10,18,5,17,17,16,14
2133,9,24,36,13,17,10,17,5,17,17,16,14
2134,9,24,36,13,17,10,17,4,17,17,16,14
2135,10,24,37,13,17,10,17,4,17,17,16,14
2136,9,24,36,13,17,10,17,4,17,17,16,15
2137,9,24,36,13,17,10,17,4,17,18,16,15
2138,9,24,36,13,17,10,17,4,17,18,16,15
2139,9,24,36,14,17,10,17,4,17,18,16,15
2140,9,24,36,14,17,10,17,5,17,18,16,15
2141,9,24,36,14,17,10,17,5,17,18,16,15
2142,9,24,36,14,17,10,16,4,17,18,16,15
2143,9,24,36,14,17,10,16,4,17,18,15,15
2144,9,24,36,14,17,10,16,4,17,18,15,15
2145,9,24,36,14,18,10,16,4,17,18,15,15
2146,9,24,36,14,18,10,16,4,17,18,15,14
2147,9,24,36,14,18,10,16,5,17,18,15,14
2148,9,24,37,14,18,10,16,5,17,18,15,14
2149,9,24,37,14,18,10,16,5,17,17,15,14
2150,9,24,37,14,18,10,16,5,17,18,15,14
2151,9,24,37,14,18,10,16,5,17,18,15,14
2152,9,24,37,13,18,10,16,5,17,18,15,14
2153,9,24,37,13,18,10,16,5,17,17,15,14
2154,9,24,37,13,18,9,16,5,17,17,15,14
2155,9,24,37,13,18,9,16,5,17,18,15,14
2156,9,24,37,13,18,9,16,5,17,17,15,14
2157,9,24,37,12,18,9,16,5,17,17,15,14
2158,9,24,37,13,18,9,16,5,17,17,15,14
2159,9,24,37,13,18,9,16,5,17,17,16,14
2160,11,25,46,14,19,5,16,16,16,17,15,15
2161,11,25,45,14,19,5,16,16,16,17,15,15
2162,10,25,44,14,19,5,16,15,16,16,16,16
2163,10,25,43,13,19,5,17,15,16,17,16,16
2164,10,26,42,13,19,5,17,15,16,16,17,16
2165,10,26,42,12,19,5,18,16,16,16,17,16
2166,10,26,42,12,19,5,18,16,16,16,17,16
2167,10,26,42,11,19,5,18,15,16,16,17,17
2168,10,26,41,11,19,6,19,15,16,16,17,17
2169,11,26,42,10,19,6,20,14,16,16,16,17
2170,11,25,42,10,19,6,20,13,16,16,16,17
2171,12,25,42,9,19,6,21,12,16,16,16,18
2172,13,25,43,9,19,7,22,10,16,16,16,18
2173,14,25,43,8,19,8,22,8,17,16,15,18
2174,17,24,45,9,20,10,22,7,17,16,15,19
2175,17,24,44,10,19,11,21,6,17,16,14,19
2176,16,24,44,12,19,12,20,5,17,16,15,19
2177,16,25,44,15,19,13,17,5,17,16,15,19
2178,15,25,43,14,20,13,15,5,17,16,14,19
2179,15,25,44,15,21,12,13,5,16,16,15,19
2180,15,24,44,15,21,11,12,7,16,16,14,19
2181,17,24,45,14,22,10,11,8,16,16,14,19
2182,16,24,45,14,22,8,11,9,16,16,13,19
2183,15,24,45,13,21,7,12,10,16,16,13,19
2184,13,25,44,13,21,6,12,10,16,16,13,18
2185,13,25,43,13,20,5,13,10,17,16,13,18
2186,12,25,43,13,19,5,13,10,17,16,13,17
2187,12,25,43,13,19,5,13,11,17,16,13,18
2188,11,26,43,13,19,5,14,11,17,16,13,17
2189,11,26,43,13,19,5,14,11,17,16,13,17
2190,11,26,44,13,19,4,14,12,17,16,13,17
2191,11,25,44,14,18,4,15,13,17,16,14,17
2192,11,25,44,14,18,5,15,13,17,16,14,16
2193,11,25,45,14,19,5,15,14,17,16,14,16
2194,12,25,45,15,19,5,16,15,17,16,15,16
2195,12,24,46,15,19,5,16,16,16,16,15,16
2196,12,25,46,14,20,6,16,16,17,16,15,17
2197,11,25,45,15,20,6,16,15,16,16,15,17
2198,11,25,44,14,20,6,17,15,16,16,16,17
2199,10,25,43,14,19,6,17,15,16,16,16,17
2200,10,26,42,13,20,6,17,15,16,16,17,17
2201,10,26,42,12,20,6,18,15,16,16,17,17
2202,10,26,41,12,20,6,18,15,16,16,17,18
2203,10,26,41,12,19,6,19,15,15,16,18,18
2204,11,26,41,11,20,6,20,14,15,16,18,18
2205,11,26,40,10,20,6,20,14,15,16,18,18
2206,12,26,40,10,19,6,21,13,15,16,18,19
2207,13,26,41,9,20,7,22,11,15,16,18,19
2208,14,26,41,9,20,8,22,10,15,15,18,20
2209,15,25,41,9,20,10,23,8,16,15,18,21
2210,15,25,41,9,20,12,22,7,16,15,17,21
2211,15,26,40,11,19,12,21,6,16,15,16,21
2212,15,26,40,12,19,14,19,4,16,15,16,21
2213,15,26,40,14,19,14,17,4,17,15,15,21
2214,15,26,40,14,19,15,15,5,17,15,15,22
2215,15,26,41,14,20,14,13,5,17,16,14,21
2216,15,25,41,14,20,13,11,6,17,16,13,21
2217,16,25,42,13,21,12,10,7,17,16,12,21
2218,16,24,43,13,21,10,9,8,17,16,11,20
2219,15,25,43,13,20,7,10,9,17,16,11,19
2220,13,25,43,12,20,6,11,9,17,16,11,18
2221,13,25,43,12,19,6,11,10,17,16,11,18
2222,12,25,43,12,19,5,12,10,17,16,12,17
2223,12,26,43,13,19,5,13,10,17,16,12,17
2224,12,25,43,13,19,5,13,11,17,16,12,17
2225,11,26,43,13,19,5,13,11,17,16,12,17
2226,11,26,43,13,18,4,14,12,17,16,13,16
2227,11,26,43,14,18,4,14,12,17,16,13,16
2228,11,25,44,14,18,4,14,13,17,16,14,16
2229,11,25,44,14,18,5,15,14,17,17,14,15
2230,11,25,45,14,19,5,15,15,17,16,15,15
2231,12,25,46,15,19,5,15,15,16,17,16,15
2232,10,25,40,12,17,10,18,13,16,14,14,12
2233,10,25,40,12,17,10,18,13,16,14,14,12
2234,10,25,40,12,17,10,18,13,16,14,14,12
2235,10,25,40,12,17,10,18,13,16,14,14,12
2236,10,25,40,12,17,9,18,13,16,14,14,12
2237,10,25,40,12,17,10,18,13,16,14,14,12
2238,10,25,40,12,17,9,18,12,16,14,14,12
2239,10,25,40,12,17,9,18,12,16,14,14,12
2240,10,25,40,12,18,9,18,12,16,14,14,12
2241,11,25,40,12,19,9,18,11,16,13,14,12
2242,11,25,40,12,19,9,19,11,16,13,15,12
2243,11,25,40,13,19,9,19,11,16,13,15,12
2244,11,25,40,13,19,9,19,11,16,13,15,12
2245,11,25,40,13,18,9,19,11,16,13,15,12
2246,11,25,40,13,17,9,19,11,16,13,15,12
2247,10,25,40,13,17,9,19,11,16,13,15,12
2248,10,25,40,13,17,9,18,11,16,13,15,12
2249,10,25,40,13,17,9,18,12,16,13,15,12
2250,10,26,40,13,16,9,19,11,16,14,15,12
2251,10,26,39,13,16,9,19,12,16,14,15,12
2252,10,26,40,13,16,9,19,12,16,14,15,12
2253,10,26,39,13,16,9,19,12,16,14,15,12
2254,10,26,40,13,16,9,19,12,15,14,15,12
2255,10,26,39,13,16,9,19,12,16,13,15,12
2256,10,26,40,13,16,9,19,12,15,13,15,12
2257,10,26,40,13,16,9,19,12,16,13,15,12
2258,10,26,39,13,16,9,19,12,16,13,15,12
2259,10,26,39,13,16,9,19,12,15,13,15,12
2260,10,26,39,13,16,9,19,12,15,13,16,12
2261,10,26,39,13,16,9,19,12,15,13,16,12
2262,10,26,39,13,16,9,19,12,15,14,16,12
2263,10,25,39,13,16,9,19,12,15,13,16,13
2264,10,26,39,13,16,9,19,12,15,13,16,13
2265,10,26,39,13,16,9,19,12,16,13,16,13
2266,11,25,38,13,16,9,19,12,15,13,17,13
2267,11,25,38,13,16,9,19,11,15,13,17,14
2268,11,25,38,13,16,9,19,11,15,13,17,14
2269,11,25,38,13,16,9,19,11,15,13,17,14
2270,11,25,38,13,16,9,19,11,15,13,18,14
2271,11,25,38,13,16,10,19,11,15,13,18,15
2272,11,25,37,13,16,9,19,11,15,13,18,15
2273,11,25,37,12,16,10,19,11,15,13,18,15
2274,11,25,37,12,16,10,19,11,16,13,17,15
2275,11,25,37,12,17,10,19,11,16,13,17,16
2276,11,25,37,12,17,10,18,10,16,13,17,16
2277,12,25,37,12,18,10,18,10,16,13,16,16
2278,12,24,37,12,18,10,18,10,16,13,16,16
2279,12,25,38,12,18,9,19,10,16,13,16,16
2280,12,25,37,13,18,9,19,10,16,13,15,16
2281,11,25,38,13,17,9,19,11,16,13,15,15
2282,11,25,37,13,17,10,18,11,16,13,14,15
2283,11,25,38,13,16,10,18,11,16,13,14,15
2284,10,25,38,13,16,10,18,11,16,13,14,15
2285,11,25,38,13,16,10,18,11,16,13,14,14
2286,10,25,38,13,16,10,18,11,16,13,14,14
2287,10,25,38,13,16,10,18,11,16,13,14,14
2288,10,25,39,13,16,10,18,11,16,13,14,14
2289,10,25,39,13,16,10,18,11,16,13,14,14
2290,10,25,39,14,16,10,18,12,16,14,14,13
2291,10,25,39,14,16,10,18,12,16,14,14,13
2292,10,25,39,14,16,10,18,12,16,14,14,13
2293,10,25,39,14,16,10,18,12,16,14,14,13
2294,10,25,39,14,16,11,18,12,16,14,15,13
2295,10,25,39,14,16,11,18,12,16,14,15,13
2296,9,25,39,14,16,11,18,12,16,14,15,13
2297,10,25,39,13,16,11,18,13,16,14,15,12
2298,9,25,39,13,17,11,18,13,16,14,15,12
2299,9,25,39,13,17,11,18,12,16,14,15,12
2300,9,25,39,13,17,11,18,12,16,14,15,13
2301,9,25,40,13,17,11,18,12,16,14,15,12
2302,9,25,39,13,17,11,18,13,16,14,15,12
2303,10,25,40,12,17,10,18,13,16,14,15,12
2304,8,30,35,14,12,11,17,5,16,15,16,19
2305,7,30,35,14,12,11,17,5,16,15,16,19
2306,7,30,35,14,12,11,17,5,16,15,16,19
2307,7,30,34,14,13,11,17,6,16,15,16,18
2308,7,30,34,14,13,12,17,6,16,15,16,18
2309,7,30,34,14,13,12,17,6,16,15,16,18
2310,7,30,34,14,13,12,17,6,16,15,16,18
2311,7,30,34,14,14,12,17,6,16,15,16,18
2312,7,30,34,14,14,12,17,6,16,15,16,18
2313,7,30,34,15,14,13,17,6,16,15,16,19
2314,6,30,34,14,15,13,17,6,16,15,16,19
2315,6,30,34,15,15,13,17,7,16,15,16,18
2316,6,30,34,15,15,13,17,7,16,15,16,19
2317,6,30,34,15,15,13,16,7,16,15,16,19
2318,6,30,34,15,15,13,16,7,16,15,16,19
2319,6,30,34,15,15,13,16,7,16,15,16,19
2320,6,30,34,15,15,13,16,7,16,15,16,19
2321,6,30,34,15,15,13,16,6,16,15,16,19
2322,6,30,34,15,15,13,16,6,16,15,16,19
2323,6,30,34,15,14,13,16,6,16,15,16,19
2324,6,30,34,15,14,13,16,6,16,15,16,19
2325,7,30,34,15,14,13,16,6,16,15,16,19
2326,7,31,34,15,14,13,16,6,16,15,16,19
2327,7,30,34,16,13,12,16,5,16,15,16,19
2328,7,30,33,16,13,12,16,5,16,15,16,19
2329,7,31,34,15,13,12,16,5,16,14,16,19
